CountyName,date,province,14-Day Rate (Cases/100k),14-Day Rate of Growth,Cases/100k
Carlow,20200318,Leinster,0.0,0.0,0.0
Cavan,20200318,Ulster,0.0,0.0,0.0
Meath,20200318,Leinster,0.0,0.0,0.0
Roscommon,20200318,Connaught,0.0,0.0,0.0
Westmeath,20200318,Leinster,0.0,0.0,0.0
Mayo,20200318,Connaught,0.0,0.0,0.0
Clare,20200318,Munster,0.0,0.0,0.0
Louth,20200318,Leinster,0.0,0.0,0.0
Longford,20200318,Leinster,0.0,0.0,0.0
Cork,20200318,Munster,0.0,0.0,0.0
Limerick,20200318,Munster,0.0,0.0,0.0
Monaghan,20200318,Ulster,0.0,0.0,0.0
Leitrim,20200318,Connaught,0.0,0.0,0.0
Wexford,20200318,Leinster,0.0,0.0,0.0
Laois,20200318,Leinster,0.0,0.0,0.0
Tipperary,20200318,Munster,0.0,0.0,0.0
Waterford,20200318,Munster,0.0,0.0,0.0
Wicklow,20200318,Leinster,0.0,0.0,0.0
Dublin,20200318,Leinster,0.0,0.0,0.0
Sligo,20200318,Connaught,0.0,0.0,0.0
Kilkenny,20200318,Leinster,0.0,0.0,0.0
Galway,20200318,Connaught,0.0,0.0,0.0
Kildare,20200318,Leinster,0.0,0.0,0.0
Donegal,20200318,Ulster,0.0,0.0,0.0
Offaly,20200318,Leinster,0.0,0.0,0.0
Kerry,20200318,Munster,0.0,0.0,0.0
Tipperary,20200319,Munster,0.0,0.0,0.0
Mayo,20200319,Connaught,0.0,0.0,0.0
Wexford,20200319,Leinster,0.0,0.0,0.0
Clare,20200319,Munster,0.0,0.0,0.0
Laois,20200319,Leinster,0.0,0.0,0.0
Sligo,20200319,Connaught,0.0,0.0,0.0
Donegal,20200319,Ulster,0.0,0.0,0.0
Leitrim,20200319,Connaught,0.0,0.0,0.0
Westmeath,20200319,Leinster,0.0,0.0,0.0
Offaly,20200319,Leinster,0.0,0.0,0.0
Limerick,20200319,Munster,0.0,0.0,0.0
Roscommon,20200319,Connaught,0.0,0.0,0.0
Dublin,20200319,Leinster,0.0,0.0,0.0
Kildare,20200319,Leinster,0.0,0.0,0.0
Carlow,20200319,Leinster,0.0,0.0,0.0
Cavan,20200319,Ulster,0.0,0.0,0.0
Galway,20200319,Connaught,0.0,0.0,0.0
Wicklow,20200319,Leinster,0.0,0.0,0.0
Kilkenny,20200319,Leinster,0.0,0.0,0.0
Louth,20200319,Leinster,0.0,0.0,0.0
Cork,20200319,Munster,0.0,0.0,0.0
Longford,20200319,Leinster,0.0,0.0,0.0
Waterford,20200319,Munster,0.0,0.0,0.0
Monaghan,20200319,Ulster,0.0,0.0,0.0
Kerry,20200319,Munster,0.0,0.0,0.0
Meath,20200319,Leinster,0.0,0.0,0.0
Wicklow,20200320,Leinster,0.0,0.0,0.0
Laois,20200320,Leinster,0.0,0.0,0.0
Meath,20200320,Leinster,0.0,0.0,0.0
Wexford,20200320,Leinster,0.0,0.0,0.0
Waterford,20200320,Munster,0.0,0.0,0.0
Westmeath,20200320,Leinster,0.0,0.0,0.0
Offaly,20200320,Leinster,0.0,0.0,0.0
Kilkenny,20200320,Leinster,0.0,0.0,0.0
Tipperary,20200320,Munster,0.0,0.0,0.0
Galway,20200320,Connaught,0.0,0.0,0.0
Carlow,20200320,Leinster,0.0,0.0,0.0
Roscommon,20200320,Connaught,0.0,0.0,0.0
Cavan,20200320,Ulster,0.0,0.0,0.0
Dublin,20200320,Leinster,0.0,0.0,0.0
Mayo,20200320,Connaught,0.0,0.0,0.0
Limerick,20200320,Munster,0.0,0.0,0.0
Sligo,20200320,Connaught,0.0,0.0,0.0
Cork,20200320,Munster,0.0,0.0,0.0
Longford,20200320,Leinster,0.0,0.0,0.0
Leitrim,20200320,Connaught,0.0,0.0,0.0
Donegal,20200320,Ulster,0.0,0.0,0.0
Monaghan,20200320,Ulster,0.0,0.0,0.0
Clare,20200320,Munster,0.0,0.0,0.0
Kerry,20200320,Munster,0.0,0.0,0.0
Louth,20200320,Leinster,0.0,0.0,0.0
Kildare,20200320,Leinster,0.0,0.0,0.0
Louth,20200321,Leinster,0.0,0.0,10.0866
Waterford,20200321,Munster,0.0,0.0,7.7469
Cork,20200321,Munster,0.0,0.0,19.1575
Longford,20200321,Leinster,0.0,0.0,7.3398
Meath,20200321,Leinster,0.0,0.0,6.6652
Dublin,20200321,Leinster,0.0,0.0,34.9573
Kilkenny,20200321,Leinster,0.0,0.0,15.1161
Wicklow,20200321,Leinster,0.0,0.0,15.4467
Kerry,20200321,Munster,0.0,0.0,8.1242
Carlow,20200321,Leinster,0.0,0.0,5.2694
Kildare,20200321,Leinster,0.0,0.0,10.3369
Monaghan,20200321,Ulster,0.0,0.0,4.8871
Laois,20200321,Leinster,0.0,0.0,7.0841
Clare,20200321,Munster,0.0,0.0,7.5747
Wexford,20200321,Leinster,0.0,0.0,2.0037
Cavan,20200321,Ulster,0.0,0.0,3.9382
Galway,20200321,Connaught,0.0,0.0,12.7878
Roscommon,20200321,Connaught,0.0,0.0,4.648
Limerick,20200321,Munster,0.0,0.0,9.2356
Westmeath,20200321,Leinster,0.0,0.0,22.5301
Tipperary,20200321,Munster,0.0,0.0,12.535
Offaly,20200321,Leinster,0.0,0.0,12.8269
Leitrim,20200321,Connaught,0.0,0.0,9.3621
Sligo,20200321,Connaught,0.0,0.0,12.2072
Mayo,20200321,Connaught,0.0,0.0,4.5975
Donegal,20200321,Ulster,0.0,0.0,5.0254
Cavan,20200322,Ulster,0.0,0.0,6.5637
Dublin,20200322,Leinster,0.0,0.0,39.7073
Carlow,20200322,Leinster,0.0,0.0,5.2694
Sligo,20200322,Connaught,0.0,0.0,12.2072
Roscommon,20200322,Connaught,0.0,0.0,4.648
Meath,20200322,Leinster,0.0,0.0,8.2033
Tipperary,20200322,Munster,0.0,0.0,12.535
Wexford,20200322,Leinster,0.0,0.0,4.6753
Laois,20200322,Leinster,0.0,0.0,9.4454
Mayo,20200322,Connaught,0.0,0.0,6.8962
Clare,20200322,Munster,0.0,0.0,9.2579
Donegal,20200322,Ulster,0.0,0.0,6.9099
Leitrim,20200322,Connaught,0.0,0.0,9.3621
Limerick,20200322,Munster,0.0,0.0,9.7486
Cork,20200322,Munster,0.0,0.0,22.6574
Longford,20200322,Leinster,0.0,0.0,7.3398
Louth,20200322,Leinster,0.0,0.0,12.4143
Wicklow,20200322,Leinster,0.0,0.0,19.6595
Monaghan,20200322,Ulster,0.0,0.0,4.8871
Westmeath,20200322,Leinster,0.0,0.0,23.6566
Kildare,20200322,Leinster,0.0,0.0,11.2358
Kilkenny,20200322,Leinster,0.0,0.0,16.1238
Offaly,20200322,Leinster,0.0,0.0,16.675
Kerry,20200322,Munster,0.0,0.0,10.1552
Waterford,20200322,Munster,0.0,0.0,11.1899
Galway,20200322,Connaught,0.0,0.0,13.5628
Donegal,20200323,Ulster,0.0,0.0,6.9099
Carlow,20200323,Leinster,0.0,0.0,5.2694
Limerick,20200323,Munster,0.0,0.0,9.7486
Offaly,20200323,Leinster,0.0,0.0,16.675
Kilkenny,20200323,Leinster,0.0,0.0,16.1238
Kerry,20200323,Munster,0.0,0.0,22.3415
Roscommon,20200323,Connaught,0.0,0.0,4.648
Dublin,20200323,Leinster,0.0,0.0,48.9105
Longford,20200323,Leinster,0.0,0.0,9.7864
Tipperary,20200323,Munster,0.0,0.0,12.535
Louth,20200323,Leinster,0.0,0.0,13.966
Kildare,20200323,Leinster,0.0,0.0,15.2806
Leitrim,20200323,Connaught,0.0,0.0,9.3621
Wexford,20200323,Leinster,0.0,0.0,4.6753
Waterford,20200323,Munster,0.0,0.0,12.9114
Galway,20200323,Connaught,0.0,0.0,15.5004
Monaghan,20200323,Ulster,0.0,0.0,4.8871
Wicklow,20200323,Leinster,0.0,0.0,27.3828
Mayo,20200323,Connaught,0.0,0.0,6.8962
Westmeath,20200323,Leinster,0.0,0.0,28.1627
Sligo,20200323,Connaught,0.0,0.0,12.2072
Cavan,20200323,Ulster,0.0,0.0,6.5637
Cork,20200323,Munster,0.0,0.0,24.4995
Meath,20200323,Leinster,0.0,0.0,12.3049
Clare,20200323,Munster,0.0,0.0,10.0996
Laois,20200323,Leinster,0.0,0.0,10.6261
Kilkenny,20200324,Leinster,0.0,0.0,19.147
Carlow,20200324,Leinster,0.0,0.0,5.2694
Meath,20200324,Leinster,0.0,0.0,13.843
Wicklow,20200324,Leinster,0.0,0.0,34.4041
Waterford,20200324,Munster,0.0,0.0,18.9368
Longford,20200324,Leinster,0.0,0.0,7.3398
Offaly,20200324,Leinster,0.0,0.0,20.5231
Roscommon,20200324,Connaught,0.0,0.0,7.7467
Tipperary,20200324,Munster,0.0,0.0,16.9223
Wexford,20200324,Leinster,0.0,0.0,5.3432
Laois,20200324,Leinster,0.0,0.0,10.6261
Mayo,20200324,Connaught,0.0,0.0,10.7274
Westmeath,20200324,Leinster,0.0,0.0,32.6687
Cork,20200324,Munster,0.0,0.0,28.3679
Donegal,20200324,Ulster,0.0,0.0,7.5381
Clare,20200324,Munster,0.0,0.0,21.0408
Leitrim,20200324,Connaught,0.0,0.0,9.3621
Limerick,20200324,Munster,0.0,0.0,12.3141
Kildare,20200324,Leinster,0.0,0.0,17.5278
Galway,20200324,Connaught,0.0,0.0,17.4379
Dublin,20200324,Leinster,0.0,0.0,57.4457
Monaghan,20200324,Ulster,0.0,0.0,4.8871
Cavan,20200324,Ulster,0.0,0.0,7.8765
Louth,20200324,Leinster,0.0,0.0,15.5178
Sligo,20200324,Connaught,0.0,0.0,12.2072
Kerry,20200324,Munster,0.0,0.0,25.7266
Tipperary,20200325,Munster,0.0,0.0,21.3095
Louth,20200325,Leinster,0.0,0.0,18.6214
Kilkenny,20200325,Leinster,0.0,0.0,20.1548
Clare,20200325,Munster,0.0,0.0,21.8824
Carlow,20200325,Leinster,0.0,0.0,5.2694
Donegal,20200325,Ulster,0.0,0.0,9.4226
Offaly,20200325,Leinster,0.0,0.0,24.3712
Longford,20200325,Leinster,0.0,0.0,12.233
Roscommon,20200325,Connaught,0.0,0.0,10.8453
Cork,20200325,Munster,0.0,0.0,31.4994
Sligo,20200325,Connaught,0.0,0.0,12.2072
Westmeath,20200325,Leinster,0.0,0.0,43.9338
Wexford,20200325,Leinster,0.0,0.0,6.0111
Mayo,20200325,Connaught,0.0,0.0,13.7924
Galway,20200325,Connaught,0.0,0.0,22.0881
Waterford,20200325,Munster,0.0,0.0,21.5191
Laois,20200325,Leinster,0.0,0.0,11.8068
Cavan,20200325,Ulster,0.0,0.0,11.8147
Meath,20200325,Leinster,0.0,0.0,16.9193
Kerry,20200325,Munster,0.0,0.0,29.7887
Limerick,20200325,Munster,0.0,0.0,18.4711
Monaghan,20200325,Ulster,0.0,0.0,8.1452
Wicklow,20200325,Leinster,0.0,0.0,36.5104
Leitrim,20200325,Connaught,0.0,0.0,9.3621
Kildare,20200325,Leinster,0.0,0.0,20.2244
Dublin,20200325,Leinster,0.0,0.0,68.4302
Carlow,20200326,Leinster,0.0,0.0,5.2694
Leitrim,20200326,Connaught,0.0,0.0,9.3621
Donegal,20200326,Ulster,0.0,0.0,9.4226
Westmeath,20200326,Leinster,0.0,0.0,58.5783
Galway,20200326,Connaught,0.0,0.0,24.4131
Offaly,20200326,Leinster,0.0,0.0,28.2192
Roscommon,20200326,Connaught,0.0,0.0,12.3946
Mayo,20200326,Connaught,0.0,0.0,16.0911
Tipperary,20200326,Munster,0.0,0.0,27.577
Monaghan,20200326,Ulster,0.0,0.0,13.0323
Kildare,20200326,Leinster,0.0,0.0,25.1681
Kerry,20200326,Munster,0.0,0.0,31.8198
Sligo,20200326,Connaught,0.0,0.0,15.259
Longford,20200326,Leinster,0.0,0.0,12.233
Wexford,20200326,Leinster,0.0,0.0,6.679
Clare,20200326,Munster,0.0,0.0,26.0905
Dublin,20200326,Leinster,0.0,0.0,79.4146
Kilkenny,20200326,Leinster,0.0,0.0,29.2244
Waterford,20200326,Munster,0.0,0.0,24.9621
Louth,20200326,Leinster,0.0,0.0,20.9491
Cavan,20200326,Ulster,0.0,0.0,14.4402
Wicklow,20200326,Leinster,0.0,0.0,40.7232
Cork,20200326,Munster,0.0,0.0,33.8941
Laois,20200326,Leinster,0.0,0.0,12.9875
Meath,20200326,Leinster,0.0,0.0,21.0209
Limerick,20200326,Munster,0.0,0.0,23.602
Leitrim,20200327,Connaught,0.0,0.0,9.3621
Louth,20200327,Leinster,0.0,0.0,26.3803
Westmeath,20200327,Leinster,0.0,0.0,75.4759
Kerry,20200327,Munster,0.0,0.0,35.8818
Monaghan,20200327,Ulster,0.0,0.0,17.9194
Carlow,20200327,Leinster,0.0,0.0,5.2694
Tipperary,20200327,Munster,0.0,0.0,33.2178
Mayo,20200327,Connaught,0.0,0.0,19.9223
Galway,20200327,Connaught,0.0,0.0,26.3507
Cork,20200327,Munster,0.0,0.0,38.315
Clare,20200327,Munster,0.0,0.0,28.6154
Cavan,20200327,Ulster,0.0,0.0,24.9422
Kilkenny,20200327,Leinster,0.0,0.0,33.2554
Limerick,20200327,Munster,0.0,0.0,28.2197
Sligo,20200327,Connaught,0.0,0.0,18.3108
Meath,20200327,Leinster,0.0,0.0,23.5844
Waterford,20200327,Munster,0.0,0.0,26.6837
Kildare,20200327,Leinster,0.0,0.0,27.4152
Laois,20200327,Leinster,0.0,0.0,16.5295
Offaly,20200327,Leinster,0.0,0.0,37.1981
Longford,20200327,Leinster,0.0,0.0,24.466
Wexford,20200327,Leinster,0.0,0.0,8.0149
Roscommon,20200327,Connaught,0.0,0.0,15.4933
Wicklow,20200327,Leinster,0.0,0.0,45.6381
Donegal,20200327,Ulster,0.0,0.0,15.0761
Dublin,20200327,Leinster,0.0,0.0,91.5124
Mayo,20200328,Connaught,2.4082,0.0,21.4548
Limerick,20200328,Munster,3.3717,0.0,32.8375
Galway,20200328,Connaught,2.4358,0.0,29.8383
Leitrim,20200328,Connaught,1.3374,0.0,18.7243
Westmeath,20200328,Leinster,8.0465,0.0,78.8555
Waterford,20200328,Munster,3.0742,0.0,29.2659
Carlow,20200328,Leinster,0.0,0.0,5.2694
Donegal,20200328,Ulster,2.5127,0.0,22.6142
Kildare,20200328,Leinster,2.6324,0.0,28.7635
Sligo,20200328,Connaught,2.3978,0.0,28.9921
Clare,20200328,Munster,3.0058,0.0,28.6154
Monaghan,20200328,Ulster,2.0945,0.0,19.5484
Cork,20200328,Munster,2.9736,0.0,39.9729
Louth,20200328,Leinster,2.8819,0.0,30.2598
Tipperary,20200328,Munster,3.7605,0.0,38.8586
Laois,20200328,Leinster,1.3493,0.0,16.5295
Wicklow,20200328,Leinster,4.7143,0.0,48.4466
Kilkenny,20200328,Leinster,3.0232,0.0,36.2786
Offaly,20200328,Leinster,4.3978,0.0,43.6115
Kerry,20200328,Munster,4.6424,0.0,40.621
Longford,20200328,Leinster,2.4466,0.0,24.466
Meath,20200328,Leinster,2.4903,0.0,24.0971
Roscommon,20200328,Connaught,1.5493,0.0,15.4933
Dublin,20200328,Leinster,9.7757,0.0,103.3874
Wexford,20200328,Leinster,0.8587,0.0,8.0149
Cavan,20200328,Ulster,3.9382,0.0,31.506
Meath,20200329,Leinster,5.2735,0.0,27.6861
Roscommon,20200329,Connaught,3.0987,0.0,15.4933
Waterford,20200329,Munster,5.5335,0.0,28.4052
Cork,20200329,Munster,5.9999,0.0,43.8412
Donegal,20200329,Ulster,5.6536,0.0,28.8959
Clare,20200329,Munster,6.4926,0.0,33.6652
Wicklow,20200329,Leinster,9.2279,0.0,51.255
Wexford,20200329,Leinster,1.6221,0.0,10.0186
Limerick,20200329,Munster,6.89,0.0,34.3768
Kildare,20200329,Leinster,5.2648,0.0,29.6624
Carlow,20200329,Leinster,0.0,0.0,5.2694
Kilkenny,20200329,Leinster,5.9025,0.0,36.2786
Cavan,20200329,Ulster,8.8142,0.0,40.6952
Louth,20200329,Leinster,5.9854,0.0,34.1392
Leitrim,20200329,Connaught,2.6749,0.0,18.7243
Dublin,20200329,Leinster,19.8696,0.0,110.3641
Sligo,20200329,Connaught,4.7957,0.0,28.9921
Offaly,20200329,Leinster,8.2459,0.0,43.6115
Laois,20200329,Leinster,2.53,0.0,17.7102
Galway,20200329,Connaught,5.2591,0.0,33.3258
Longford,20200329,Leinster,4.8932,0.0,24.466
Mayo,20200329,Connaught,5.3637,0.0,27.5847
Westmeath,20200329,Leinster,17.0585,0.0,86.741
Tipperary,20200329,Munster,8.3268,0.0,44.4993
Monaghan,20200329,Ulster,4.4217,0.0,21.1775
Kerry,20200329,Munster,9.5749,0.0,44.6831
Galway,20200330,Connaught,7.9163,0.0,34.1009
Wexford,20200330,Leinster,2.3854,0.0,10.0186
Clare,20200330,Munster,10.4603,0.0,37.8734
Longford,20200330,Leinster,7.6893,0.0,29.3592
Offaly,20200330,Leinster,13.1934,0.0,51.3077
Sligo,20200330,Connaught,7.8475,0.0,33.5698
Carlow,20200330,Leinster,0.0,0.0,5.2694
Wicklow,20200330,Leinster,13.0394,0.0,54.0635
Mayo,20200330,Connaught,9.6328,0.0,36.7796
Kilkenny,20200330,Leinster,8.9257,0.0,37.2864
Louth,20200330,Leinster,9.6432,0.0,39.5705
Cavan,20200330,Ulster,14.6278,0.0,47.259
Monaghan,20200330,Ulster,6.7489,0.0,21.1775
Leitrim,20200330,Connaught,5.7956,0.0,31.2071
Dublin,20200330,Leinster,30.3239,0.0,122.0907
Kildare,20200330,Leinster,8.2182,0.0,35.9544
Limerick,20200330,Munster,11.8743,0.0,44.6385
Laois,20200330,Leinster,3.7107,0.0,18.8909
Westmeath,20200330,Leinster,25.9097,0.0,90.1205
Tipperary,20200330,Munster,14.1467,0.0,53.2738
Cork,20200330,Munster,9.2103,0.0,46.9727
Kerry,20200330,Munster,12.96,0.0,46.0371
Meath,20200330,Leinster,8.3498,0.0,33.8385
Waterford,20200330,Munster,8.2387,0.0,31.8482
Roscommon,20200330,Connaught,4.648,0.0,15.4933
Donegal,20200330,Ulster,10.32,0.0,39.5749
Roscommon,20200331,Connaught,5.7547,0.0,15.4933
Sligo,20200331,Connaught,11.5533,0.0,38.1476
Longford,20200331,Leinster,11.534,0.0,34.2524
Kilkenny,20200331,Leinster,11.517,0.0,37.2864
Monaghan,20200331,Ulster,10.0069,0.0,27.6936
Cavan,20200331,Ulster,20.8165,0.0,51.1972
Westmeath,20200331,Leinster,34.278,0.0,91.247
Kerry,20200331,Munster,16.2484,0.0,48.7452
Leitrim,20200331,Connaught,9.8079,0.0,37.4485
Laois,20200331,Leinster,4.8914,0.0,18.8909
Carlow,20200331,Leinster,0.0,0.0,5.2694
Waterford,20200331,Munster,10.2062,0.0,32.709
Mayo,20200331,Connaught,13.7924,0.0,39.8446
Wexford,20200331,Leinster,3.1487,0.0,10.6865
Offaly,20200331,Leinster,18.6907,0.0,59.0039
Cork,20200331,Munster,12.3155,0.0,50.1043
Kildare,20200331,Leinster,11.4926,0.0,40.4487
Donegal,20200331,Ulster,15.3454,0.0,42.7157
Tipperary,20200331,Munster,19.877,0.0,57.0343
Meath,20200331,Leinster,11.7922,0.0,37.9402
Clare,20200331,Munster,13.3459,0.0,41.2399
Dublin,20200331,Leinster,41.6052,0.0,136.415
Limerick,20200331,Munster,17.0051,0.0,48.2301
Wicklow,20200331,Leinster,16.5501,0.0,58.9784
Louth,20200331,Leinster,13.1902,0.0,40.3464
Galway,20200331,Connaught,10.4628,0.0,35.2634
Kerry,20200401,Munster,19.6335,0.0,53.4843
Louth,20200401,Leinster,16.5154,0.0,41.8981
Cork,20200401,Munster,15.4997,0.0,53.7884
Carlow,20200401,Leinster,0.0,0.0,5.2694
Longford,20200401,Leinster,15.3786,0.0,39.1456
Limerick,20200401,Munster,21.403,0.0,49.2563
Mayo,20200401,Connaught,17.8425,0.0,42.1433
Cavan,20200401,Ulster,26.8176,0.0,53.8227
Roscommon,20200401,Connaught,7.0827,0.0,20.1413
Laois,20200401,Leinster,5.9034,0.0,18.8909
Westmeath,20200401,Leinster,41.8417,0.0,96.8796
Wicklow,20200401,Leinster,21.8661,0.0,73.723
Waterford,20200401,Munster,12.4196,0.0,37.0128
Kilkenny,20200401,Leinster,15.404,0.0,47.3638
Galway,20200401,Connaught,12.7325,0.0,37.976
Tipperary,20200401,Munster,25.2491,0.0,58.9146
Donegal,20200401,Ulster,20.9092,0.0,48.3693
Monaghan,20200401,Ulster,13.0323,0.0,29.3226
Offaly,20200401,Leinster,23.8214,0.0,60.2866
Sligo,20200401,Connaught,15.477,0.0,39.6735
Dublin,20200401,Leinster,53.8514,0.0,154.1534
Leitrim,20200401,Connaught,13.8203,0.0,37.4485
Wexford,20200401,Leinster,4.0074,0.0,12.0223
Kildare,20200401,Leinster,15.2164,0.0,46.2913
Clare,20200401,Munster,16.2314,0.0,42.0815
Meath,20200401,Leinster,15.8206,0.0,45.118
Roscommon,20200402,Connaught,8.1893,0.0,20.1413
Sligo,20200402,Connaught,19.1828,0.0,41.1994
Longford,20200402,Leinster,19.5728,0.0,41.5922
Louth,20200402,Leinster,19.619,0.0,42.674
Meath,20200402,Leinster,19.6293,0.0,47.6815
Wexford,20200402,Leinster,4.9616,0.0,13.3581
Kilkenny,20200402,Leinster,19.0031,0.0,54.4179
Cavan,20200402,Ulster,37.3196,0.0,87.9542
Dublin,20200402,Leinster,66.3732,0.0,167.0676
Monaghan,20200402,Ulster,15.8249,0.0,32.5807
Wicklow,20200402,Leinster,27.2825,0.0,78.6379
Leitrim,20200402,Connaught,18.2784,0.0,40.5692
Offaly,20200402,Leinster,31.3343,0.0,80.8096
Limerick,20200402,Munster,26.5339,0.0,59.518
Carlow,20200402,Leinster,0.7528,0.0,10.5389
Mayo,20200402,Connaught,22.44,0.0,48.2733
Westmeath,20200402,Leinster,48.2789,0.0,103.6386
Kerry,20200402,Munster,23.212,0.0,56.8693
Laois,20200402,Leinster,7.5901,0.0,24.7943
Clare,20200402,Munster,18.9968,0.0,45.448
Waterford,20200402,Munster,14.1411,0.0,37.0128
Cork,20200402,Munster,18.6575,0.0,55.9989
Kildare,20200402,Leinster,20.3528,0.0,61.1225
Donegal,20200402,Ulster,26.7422,0.0,50.2538
Galway,20200402,Connaught,15.0575,0.0,40.6885
Tipperary,20200402,Munster,30.7108,0.0,65.8089
Dublin,20200403,Leinster,79.7009,0.0,184.806
Leitrim,20200403,Connaught,22.7366,0.0,40.5692
Galway,20200403,Connaught,17.2719,0.0,41.8511
Tipperary,20200403,Munster,36.5306,0.0,73.9566
Kildare,20200403,Leinster,26.1954,0.0,68.3134
Wexford,20200403,Leinster,5.8203,0.0,14.026
Sligo,20200403,Connaught,22.6705,0.0,42.7253
Cork,20200403,Munster,22.2101,0.0,63.1829
Kilkenny,20200403,Leinster,24.7616,0.0,73.565
Donegal,20200403,Ulster,31.8573,0.0,50.882
Waterford,20200403,Munster,15.9856,0.0,39.5951
Laois,20200403,Leinster,8.9394,0.0,25.9749
Wicklow,20200403,Leinster,34.0029,0.0,92.6804
Kerry,20200403,Munster,26.3069,0.0,57.5464
Longford,20200403,Leinster,22.0194,0.0,41.5922
Limerick,20200403,Munster,31.8846,0.0,65.675
Louth,20200403,Leinster,22.9442,0.0,49.6571
Carlow,20200403,Leinster,3.0111,0.0,21.0778
Monaghan,20200403,Ulster,18.6176,0.0,37.4678
Mayo,20200403,Connaught,28.132,0.0,59.7669
Offaly,20200403,Leinster,37.7478,0.0,82.0923
Meath,20200403,Leinster,24.0239,0.0,54.3467
Roscommon,20200403,Connaught,9.296,0.0,23.24
Clare,20200403,Munster,21.4015,0.0,45.448
Cavan,20200403,Ulster,48.0091,0.0,99.769
Westmeath,20200403,Leinster,52.624,0.0,105.8916
Meath,20200404,Leinster,30.9088,0.0,72.2914
Kilkenny,20200404,Leinster,30.3761,0.0,75.5805
Cork,20200404,Munster,26.0258,0.0,66.6829
Kildare,20200404,Leinster,33.322,0.0,78.6503
Longford,20200404,Leinster,25.8641,0.0,51.3787
Laois,20200404,Leinster,10.7948,0.0,29.517
Monaghan,20200404,Ulster,27.9263,0.0,84.7099
Kerry,20200404,Munster,29.1117,0.0,60.2544
Wexford,20200404,Leinster,6.679,0.0,14.026
Sligo,20200404,Connaught,24.6324,0.0,42.7253
Louth,20200404,Leinster,25.8261,0.0,50.4329
Westmeath,20200404,Leinster,58.5783,0.0,120.5362
Tipperary,20200404,Munster,42.1714,0.0,78.3439
Carlow,20200404,Leinster,5.2694,0.0,21.0778
Dublin,20200404,Leinster,93.4739,0.0,199.7983
Clare,20200404,Munster,24.5275,0.0,50.4978
Roscommon,20200404,Connaught,11.0666,0.0,27.888
Offaly,20200404,Leinster,43.6115,0.0,84.6577
Galway,20200404,Connaught,19.2094,0.0,43.4011
Wicklow,20200404,Leinster,41.325,0.0,99.7016
Limerick,20200404,Munster,37.4553,0.0,71.8321
Waterford,20200404,Munster,17.8301,0.0,42.1774
Cavan,20200404,Ulster,65.0749,0.0,150.9662
Mayo,20200404,Connaught,36.7796,0.0,81.9879
Leitrim,20200404,Connaught,26.3031,0.0,43.6899
Donegal,20200404,Ulster,37.8698,0.0,64.7017
Cavan,20200405,Ulster,82.3281,0.0,161.4682
Kerry,20200405,Munster,34.0442,0.0,79.2109
Meath,20200405,Leinster,39.2585,0.0,86.1344
Clare,20200405,Munster,27.5333,0.0,54.706
Roscommon,20200405,Connaught,13.7226,0.0,34.0853
Laois,20200405,Leinster,13.4935,0.0,36.6011
Wexford,20200405,Leinster,7.3469,0.0,14.6939
Cork,20200405,Munster,30.8415,0.0,77.5511
Limerick,20200405,Munster,43.0259,0.0,73.3713
Dublin,20200405,Leinster,100.0,0.0,227.1852
Mayo,20200405,Connaught,46.6313,0.0,96.5465
Carlow,20200405,Leinster,7.5278,0.0,21.0778
Wicklow,20200405,Leinster,51.1547,0.0,120.0632
Waterford,20200405,Munster,19.7975,0.0,42.1774
Donegal,20200405,Ulster,43.9721,0.0,71.6116
Galway,20200405,Connaught,21.5345,0.0,49.6013
Leitrim,20200405,Connaught,31.6529,0.0,56.1728
Offaly,20200405,Leinster,50.758,0.0,93.6366
Kilkenny,20200405,Leinster,36.5665,0.0,79.6114
Monaghan,20200405,Ulster,38.3987,0.0,94.4841
Longford,20200405,Leinster,31.1068,0.0,61.1651
Westmeath,20200405,Leinster,65.6592,0.0,136.3073
Tipperary,20200405,Munster,47.7226,0.0,83.3579
Louth,20200405,Leinster,30.3706,0.0,65.9508
Kildare,20200405,Leinster,41.9254,0.0,89.886
Sligo,20200405,Connaught,26.5943,0.0,42.7253
Sligo,20200406,Connaught,27.9022,0.0,42.7253
Tipperary,20200406,Munster,52.3785,0.0,85.8649
Wicklow,20200406,Leinster,61.5863,0.0,127.0844
Galway,20200406,Connaught,24.081,0.0,51.9263
Monaghan,20200406,Ulster,49.802,0.0,101.0002
Kildare,20200406,Leinster,51.7487,0.0,104.7172
Donegal,20200406,Ulster,49.0872,0.0,75.3807
Cavan,20200406,Ulster,99.769,0.0,169.3447
Clare,20200406,Munster,30.0582,0.0,55.5476
Cork,20200406,Munster,35.473,0.0,79.3931
Mayo,20200406,Connaught,55.6073,0.0,99.6115
Kilkenny,20200406,Leinster,43.9086,0.0,88.6811
Laois,20200406,Leinster,16.5295,0.0,40.1431
Dublin,20200406,Leinster,100.0,0.0,242.5486
Louth,20200406,Leinster,35.3585,0.0,74.4856
Kerry,20200406,Munster,39.2669,0.0,82.596
Waterford,20200406,Munster,21.642,0.0,44.7597
Westmeath,20200406,Leinster,74.3494,0.0,150.9519
Limerick,20200406,Munster,48.3767,0.0,82.0938
Wexford,20200406,Leinster,8.2057,0.0,16.0297
Carlow,20200406,Leinster,10.5389,0.0,26.3472
Longford,20200406,Leinster,39.1456,0.0,85.6311
Roscommon,20200406,Connaught,16.3786,0.0,34.0853
