aggregation,date,google_mobility_level_rolling_mean_stage,new_deaths_rolling_mean_stage,new_cases_rolling_mean_stage,state,new_cases,new_deaths,population,google_mobility_level,google_mobility_level_by_pop,new_cases_rolling_mean,new_deaths_rolling_mean,google_mobility_level_rolling_mean,new_cases_rolling_mean_rel,new_deaths_rolling_mean_rel,google_mobility_level_rolling_mean_rel,new_cases_rolling_mean_stage_day,new_deaths_rolling_mean_stage_day,google_mobility_level_rolling_mean_stage_day,new_cases_rolling_mean_cummax
Missouri,2020-04-10,H,E,E,Missouri,260.0,19.0,6137428.0,62.66666666666666,384612154.6666666,240.85714285714286,11.0,60.85714285714285,0.17886696371737745,0.5238095238095238,0.5669920141969829,7.0,5.0,13.0,249.42857142857144
New Mexico,2020-04-10,H,E,E,New Mexico,226.0,3.0,2096829.0,58.33333333333334,122315025.0,98.28571428571428,1.7142857142857142,62.47619047619045,0.3322066634476099,0.16666666666666666,0.5825932504440494,4.0,0.0,12.0,98.28571428571428
Virginia,2020-04-10,H,E,E,Virginia,467.0,12.0,8535519.0,50.33333333333334,429621123.0,356.71428571428567,10.714285714285714,53.52380952380952,0.2985770656462992,0.3138075313807531,0.5182111572153065,7.0,3.0,13.0,356.71428571428567
North Carolina,2020-04-10,H,E,,North Carolina,257.0,9.0,10488084.0,51.66666666666666,541884340.0,259.2857142857143,7.857142857142858,56.76190476190477,0.12813272149664665,0.3548387096774194,0.5432999088422973,,5.0,10.0,263.14285714285717
Oklahoma,2020-04-11,H,P,,Oklahoma,74.0,6.0,3956971.0,67.66666666666666,267755037.66666663,101.28571428571428,7.428571428571429,67.90476190476186,0.09775265407417623,0.9285714285714286,0.6332149200710474,,3.0,11.0,129.57142857142858
Ohio,2020-04-11,H,E,E,Ohio,372.0,16.0,11689100.0,64.66666666666666,755895133.3333333,358.71428571428567,20.714285714285715,60.571428571428534,0.2613447127393838,0.4190751445086705,0.5711719802424784,12.0,10.0,15.0,372.8571428571428
Colorado,2020-04-11,H,E,E,Colorado,0.0,0.0,5758736.0,53.66666666666666,309052165.3333333,333.85714285714283,19.857142857142858,50.57142857142853,0.5450093283582089,0.4911660777385159,0.4891754951635188,17.0,12.0,14.0,397.4285714285714
West Virginia,2020-04-11,H,E,E,West Virginia,23.0,0.0,1792147.0,64.0,114697408.0,42.142857142857146,0.42857142857142855,62.47619047619045,0.3118393234672305,0.15789473684210525,0.581302614089499,11.0,6.0,14.0,45.28571428571429
New Hampshire,2020-04-11,H,E,E,New Hampshire,66.0,1.0,1359711.0,56.66666666666666,77050290.0,49.28571428571429,2.142857142857143,53.85714285714284,0.4765193370165746,0.3,0.509230076542098,15.0,3.0,13.0,58.14285714285714
Maryland,2020-04-11,H,E,E,Maryland,726.0,43.0,6045680.0,56.33333333333334,340573306.6666667,652.7142857142858,28.142857142857146,50.047619047619065,0.5986635220125786,0.4987341772151898,0.487929433611885,11.0,8.0,15.0,652.7142857142858
Idaho,2020-04-11,H,E,E,Idaho,43.0,1.0,1787065.0,63.66666666666666,113776471.66666666,54.714285714285715,2.142857142857143,64.04761904761907,0.09332358674463936,0.5555555555555556,0.6007146047342566,8.0,13.0,13.0,116.57142857142857
Louisiana,2020-04-11,H,P,E,Louisiana,761.0,51.0,4648794.0,55.0,255683670.0,1074.0,56.714285714285715,55.04761904761903,0.4737837156541467,0.86117136659436,0.515841142347166,14.0,2.0,14.0,1578.142857142857
New York,2020-04-11,H,P,P,New York,9946.0,783.0,19453561.0,41.66666666666666,810565041.6666666,9536.285714285714,723.1428571428571,36.85714285714282,0.9867699448624516,0.9470533208606172,0.3606710158434293,8.0,2.0,14.0,9664.142857142857
Virginia,2020-04-11,H,E,E,Virginia,568.0,9.0,8535519.0,58.33333333333334,497905275.0,381.4285714285714,11.142857142857142,53.76190476190475,0.3192634222169078,0.3263598326359832,0.520516366989396,8.0,4.0,14.0,381.4285714285714
Massachusetts,2020-04-11,H,E,E,Massachusetts,1888.0,114.0,6892503.0,47.66666666666666,328542643.0,1589.857142857143,91.71428571428572,41.5714285714286,0.7024110073213835,0.5732142857142857,0.5362407862407864,15.0,9.0,15.0,1589.857142857143
Connecticut,2020-04-11,H,E,E,Connecticut,972.0,46.0,3565287.0,54.0,192525498.0,890.5714285714287,47.0,49.71428571428568,0.8020069471246624,0.39260143198090697,0.4926852288815475,13.0,7.0,14.0,890.5714285714287
Delaware,2020-04-11,H,E,E,Delaware,153.0,7.0,973764.0,58.0,56478312.0,126.57142857142857,3.7142857142857135,54.047619047619044,0.5389294403892944,0.2954545454545455,0.5152065365410804,10.0,4.0,14.0,126.57142857142857
South Dakota,2020-04-11,H,E,E,South Dakota,90.0,0.0,884659.0,60.0,53079540.0,59.14285714285714,0.5714285714285714,67.00000000000001,0.4344176285414481,0.25,0.5971986417657046,7.0,5.0,6.0,59.14285714285714
Vermont,2020-04-11,H,E,C,Vermont,20.0,1.0,623989.0,46.0,28703494.0,31.57142857142857,0.7142857142857143,45.61904761904761,0.7620689655172413,0.38461538461538464,0.4346642468239563,0.0,16.0,13.0,41.42857142857143
Washington,2020-04-11,H,P,E,Washington,210.0,18.0,7614893.0,54.0,411204222.0,267.57142857142856,18.428571428571427,49.90476190476187,0.275117508813161,0.7724550898203592,0.4720720720720718,31.0,7.0,15.0,370.57142857142856
Nevada,2020-04-11,H,E,,Nevada,116.0,5.0,3080156.0,49.0,150927644.0,136.85714285714286,7.857142857142858,47.809523809523824,0.1168577701878507,0.6043956043956044,0.4751538097491719,,16.0,17.0,160.14285714285714
Oregon,2020-04-11,H,E,E,Oregon,50.0,4.0,4217737.0,59.33333333333334,250252395.3333333,53.14285714285714,3.1428571428571432,56.80952380952379,0.15442092154420922,0.7586206896551724,0.5477502295684112,14.0,18.0,15.0,75.28571428571429
Illinois,2020-04-11,H,E,E,Illinois,1293.0,81.0,12671821.0,56.66666666666666,718069856.6666666,1260.4285714285713,62.0,51.33333333333334,0.4913404243470513,0.530562347188264,0.4900000000000001,14.0,9.0,18.0,1283.2857142857142
Arkansas,2020-04-11,H,E,,Arkansas,55.0,1.0,3017804.0,68.33333333333333,206216606.66666663,69.0,1.4285714285714286,69.23809523809518,0.07931034482758621,0.18181818181818185,0.6467971530249106,,9.0,14.0,69.0
Pennsylvania,2020-04-11,H,E,P,Pennsylvania,1676.0,78.0,12801989.0,54.33333333333334,695574735.6666667,1662.571428571429,51.14285714285714,49.71428571428571,1.0,0.2762345679012346,0.4817720350715274,3.0,3.0,17.0,1662.571428571429
New Jersey,2020-04-11,H,E,P,New Jersey,3563.0,251.0,8882190.0,42.333333333333336,376012710.0,3432.4285714285716,191.0,37.857142857142854,0.934175738724728,0.6351543942992874,0.3725398313027178,7.0,9.0,14.0,3674.285714285714
New Mexico,2020-04-11,H,E,E,New Mexico,0.0,0.0,2096829.0,60.66666666666666,127207626.0,85.14285714285714,1.2857142857142858,62.04761904761903,0.2877836793819411,0.125,0.578596802841918,5.0,1.0,13.0,98.28571428571428
Wyoming,2020-04-11,H,,E,Wyoming,8.0,0.0,578759.0,71.33333333333333,41284808.66666666,10.571428571428571,0.0,71.90476190476194,0.21203438395415475,0.0,0.6341873162536753,14.0,,5.0,16.571428571428573
District of Columbia,2020-04-11,H,E,E,District of Columbia,118.0,9.0,705749.0,38.0,26818462.0,125.14285714285714,3.7142857142857135,32.285714285714256,0.6464944649446493,0.3058823529411765,0.31637890807279484,14.0,7.0,17.0,129.0
Maine,2020-04-11,H,E,E,Maine,30.0,2.0,1344212.0,56.33333333333334,75723942.66666667,22.857142857142854,1.2857142857142858,52.33333333333332,0.4347826086956522,0.5,0.4943769680611785,21.0,9.0,12.0,37.714285714285715
Missouri,2020-04-11,H,E,E,Missouri,225.0,13.0,6137428.0,62.66666666666666,384612154.6666666,247.57142857142856,12.142857142857142,61.047619047619044,0.1838531720772332,0.5782312925170068,0.5687666370896184,8.0,6.0,14.0,249.42857142857144
Minnesota,2020-04-11,H,E,,Minnesota,74.0,7.0,5639632.0,56.33333333333334,317699269.3333334,92.57142857142857,5.7142857142857135,51.047619047619065,0.12693437806072475,0.22857142857142854,0.5009345794392526,,2.0,14.0,92.57142857142857
Kentucky,2020-04-11,H,P,E,Kentucky,0.0,0.0,4467673.0,64.0,285931072.0,123.14285714285714,7.571428571428571,62.095238095238095,0.18820960698689956,0.8412698412698413,0.5938069216757741,1.0,1.0,11.0,131.85714285714286
Georgia,2020-04-11,H,E,E,Georgia,676.0,12.0,10617423.0,57.0,605193111.0,857.0,32.42857142857143,53.047619047619065,0.22881226638187505,0.6816816816816818,0.5133640552995394,6.0,15.0,9.0,857.0
Utah,2020-04-11,H,E,E,Utah,104.0,1.0,3205958.0,60.33333333333334,193426132.6666667,111.14285714285714,1.4285714285714286,56.904761904761905,0.1659910390441647,0.2631578947368421,0.5555555555555555,8.0,10.0,14.0,128.85714285714286
South Carolina,2020-04-11,H,,,South Carolina,142.0,8.0,5148714.0,60.0,308922840.0,184.28571428571428,5.7142857142857135,61.04761904761907,0.09456784693204308,0.1169590643274854,0.564260563380282,,,5.0,215.85714285714286
Indiana,2020-04-11,H,E,E,Indiana,528.0,30.0,6732219.0,65.0,437594235.0,497.4285714285714,30.57142857142857,62.57142857142861,0.5935901807023526,0.48198198198198205,0.5866071428571432,15.0,8.0,15.0,497.4285714285714
Arizona,2020-04-11,H,,,Arizona,281.0,11.0,7278717.0,58.66666666666666,427018064.0,196.28571428571428,8.0,57.666666666666686,0.05106288092760517,0.0963855421686747,0.5542334096109841,,,11.0,202.85714285714286
Texas,2020-04-11,H,,,Texas,890.0,28.0,28995881.0,56.0,1623769336.0,921.5714285714287,21.285714285714285,55.28571428571423,0.09315119922602633,0.08800945067926756,0.5333027101515843,,,13.0,921.5714285714287
Michigan,2020-04-11,H,P,C,Michigan,808.0,164.0,9986857.0,48.66666666666666,486027040.6666666,1057.0,150.14285714285714,45.095238095238116,0.8303220738413197,0.9554545454545454,0.4175485008818343,0.0,2.0,14.0,1273.0
us,2020-04-11,H,P,E,,30494.0,1978.0,328239523.0,55.51772493893128,,30671.285714285717,1774.428571428571,52.457683059957716,0.4614622424547241,0.8597632726517617,0.4942041586337643,16.0,0.0,14.0,31053.142857142862
Wisconsin,2020-04-11,H,P,E,Wisconsin,157.0,9.0,5822434.0,62.0,360990908.0,192.28571428571428,11.571428571428573,58.80952380952379,0.19994058229352346,0.8901098901098901,0.5558055805580556,11.0,2.0,16.0,211.28571428571428
Iowa,2020-04-11,H,E,E,Iowa,122.0,3.0,3155070.0,66.66666666666666,210338000.0,103.42857142857143,2.8571428571428568,66.47619047619047,0.18497700562084826,0.18867924528301888,0.6190687361419068,3.0,6.0,8.0,103.42857142857143
Hawaii,2020-04-11,H,E,E,Hawaii,23.0,2.0,1415872.0,41.333333333333336,58522709.33333334,20.857142857142858,0.7142857142857143,42.33333333333335,0.4834437086092715,0.8333333333333334,0.4330248416950805,20.0,4.0,13.0,28.857142857142854
Mississippi,2020-04-11,H,E,,Mississippi,173.0,11.0,2976149.0,65.0,193449685.0,169.57142857142858,8.285714285714286,64.71428571428571,0.12280157252224293,0.4055944055944057,0.6061552185548617,,7.0,4.0,169.57142857142858
North Dakota,2020-04-11,H,E,,North Dakota,15.0,1.0,762062.0,60.33333333333334,45977740.66666667,15.285714285714285,0.5714285714285714,62.095238095238074,0.1244186046511628,0.2857142857142857,0.5889792231255645,,11.0,9.0,16.571428571428573
California,2020-04-11,H,E,,California,1143.0,68.0,39512223.0,53.0,2094147819.0,1227.0,47.57142857142857,47.47619047619048,0.12263517854848152,0.44340878828229024,0.4779482262703738,,11.0,16.0,1302.5714285714287
Nebraska,2020-04-11,H,E,,Nebraska,65.0,2.0,1934408.0,70.33333333333333,136053362.66666666,54.14285714285714,1.5714285714285714,68.90476190476194,0.12369451697127938,0.275,0.6538635336647088,,8.0,5.0,54.14285714285714
Alabama,2020-04-11,H,E,,Alabama,223.0,11.0,4903185.0,65.66666666666666,321975814.99999994,230.14285714285717,6.857142857142858,62.619047619047564,0.12000893921334922,0.24,0.5828900709219852,,9.0,6.0,230.14285714285717
Montana,2020-04-11,H,E,E,Montana,12.0,0.0,1068778.0,53.33333333333334,57001493.33333334,16.0,0.14285714285714285,60.47619047619046,0.13844252163164403,0.09090909090909093,0.5646954201867495,13.0,8.0,12.0,22.285714285714285
Florida,2020-04-11,H,E,,Florida,963.0,48.0,21477737.0,48.66666666666666,1045249867.3333333,1054.7142857142858,35.285714285714285,47.714285714285744,0.08885545793717656,0.2769058295964125,0.4677871148459386,,7.0,12.0,1214.2857142857142
Tennessee,2020-04-11,H,E,,Tennessee,252.0,3.0,6829174.0,63.66666666666666,434790744.6666666,256.14285714285717,8.285714285714286,61.28571428571429,0.10714072303555423,0.4427480916030535,0.5784269662921351,,11.0,8.0,299.42857142857144
North Carolina,2020-04-11,H,E,,North Carolina,404.0,6.0,10488084.0,58.66666666666666,615300928.0,272.85714285714283,8.0,56.61904761904764,0.13483939286974936,0.3612903225806452,0.5419325432999089,,6.0,11.0,272.85714285714283
Rhode Island,2020-04-11,H,E,E,Rhode Island,280.0,7.0,1059361.0,52.66666666666666,55793012.66666666,269.2857142857143,5.571428571428571,48.47619047619048,0.7180952380952381,0.319672131147541,0.4661172161172162,11.0,6.0,13.0,269.2857142857143
Kansas,2020-04-11,H,E,E,Kansas,102.0,5.0,2913314.0,68.33333333333333,199076456.66666663,81.42857142857143,4.857142857142857,65.6666666666667,0.1699463327370304,0.8095238095238094,0.606954225352113,3.0,11.0,12.0,81.42857142857143
Alaska,2020-04-11,H,C,,Alaska,11.0,1.0,731545.0,58.33333333333334,42673458.333333336,12.285714285714285,0.42857142857142855,56.952380952380935,0.08704453441295547,0.75,0.5478699038021071,,0.0,14.0,13.428571428571427
Virginia,2020-04-12,H,E,E,Virginia,197.0,11.0,8535519.0,46.0,392633874.0,376.71428571428567,12.857142857142858,52.66666666666665,0.3153174698074853,0.37656903765690375,0.5099124020285845,9.0,5.0,15.0,381.4285714285714
us,2020-04-12,H,P,E,,27735.0,1628.0,328239523.0,44.515878873408354,,30989.714285714286,1823.857142857143,51.31066548691664,0.4662531326704754,0.8837128815671075,0.4833980989384666,17.0,1.0,15.0,31053.142857142862
Idaho,2020-04-12,H,E,E,Idaho,11.0,2.0,1787065.0,55.66666666666666,99479951.66666666,47.14285714285714,2.4285714285714284,63.19047619047621,0.0804093567251462,0.6296296296296295,0.5926753014738725,9.0,14.0,14.0,116.57142857142857
California,2020-04-12,H,E,,California,1179.0,42.0,39512223.0,45.33333333333334,1791220776.0,1193.7142857142858,47.42857142857143,46.99999999999999,0.1193083655781944,0.4420772303595206,0.4731543624161073,,12.0,17.0,1302.5714285714287
Nevada,2020-04-12,H,E,,Nevada,136.0,3.0,3080156.0,39.66666666666666,122179521.33333331,142.85714285714286,7.428571428571429,47.19047619047621,0.12198097096852893,0.5714285714285714,0.4690014197823002,,17.0,18.0,160.14285714285714
Mississippi,2020-04-12,H,E,,Mississippi,139.0,3.0,2976149.0,48.33333333333334,143847201.6666667,163.28571428571428,7.571428571428571,62.80952380952378,0.11824953445065176,0.3706293706293706,0.5883140053523638,,8.0,5.0,169.57142857142858
Missouri,2020-04-12,H,E,E,Missouri,136.0,1.0,6137428.0,49.33333333333334,302779781.3333334,256.14285714285717,10.857142857142858,59.38095238095239,0.1902185444515171,0.5170068027210885,0.5532386867790594,9.0,7.0,15.0,256.14285714285717
Kentucky,2020-04-12,H,P,E,Kentucky,147.0,4.0,4467673.0,49.66666666666666,221894425.66666663,131.85714285714286,7.7142857142857135,60.23809523809523,0.201528384279476,0.8571428571428572,0.5760473588342441,2.0,2.0,12.0,131.85714285714286
New Hampshire,2020-04-12,H,E,E,New Hampshire,44.0,1.0,1359711.0,42.66666666666666,58014336.0,44.0,2.0,52.4285714285714,0.425414364640884,0.28,0.4957226474561006,16.0,4.0,14.0,58.14285714285714
Connecticut,2020-04-12,H,E,E,Connecticut,525.0,60.0,3565287.0,42.66666666666666,152118912.0,908.5714285714287,52.14285714285714,48.61904761904759,0.8182169046700116,0.4355608591885442,0.4818310523831994,14.0,8.0,15.0,908.5714285714287
Louisiana,2020-04-12,H,P,E,Louisiana,581.0,34.0,4648794.0,43.66666666666666,202997338.0,1083.5714285714287,51.85714285714285,53.5238095238095,0.4780060499117722,0.7874186550976138,0.5015618027666217,15.0,3.0,15.0,1578.142857142857
Delaware,2020-04-12,H,E,E,Delaware,0.0,5.0,973764.0,42.66666666666666,41547264.0,115.14285714285714,4.142857142857143,52.619047619047635,0.4902676399026764,0.3295454545454546,0.501588742623695,11.0,5.0,15.0,126.57142857142857
Montana,2020-04-12,H,E,E,Montana,10.0,0.0,1068778.0,46.0,49163788.0,14.428571428571427,0.0,58.5238095238095,0.12484548825710755,0.0,0.5464650955980433,14.0,9.0,13.0,22.285714285714285
Washington,2020-04-12,H,P,E,Washington,170.0,15.0,7614893.0,50.0,380744650.0,260.2857142857143,17.571428571428573,49.61904761904759,0.26762632197414804,0.7365269461077845,0.4693693693693691,32.0,8.0,16.0,370.57142857142856
Massachusetts,2020-04-12,H,E,E,Massachusetts,2615.0,110.0,6892503.0,38.66666666666666,266510116.0,1854.142857142857,98.0,40.5714285714286,0.8191744508962383,0.6125,0.5233415233415235,16.0,10.0,16.0,1854.142857142857
West Virginia,2020-04-12,H,E,E,West Virginia,34.0,3.0,1792147.0,53.66666666666666,96178555.66666666,41.0,0.7142857142857143,61.04761904761903,0.3033826638477801,0.2631578947368421,0.5680106335844038,12.0,7.0,15.0,45.28571428571429
South Carolina,2020-04-12,H,,,South Carolina,112.0,2.0,5148714.0,46.0,236840844.0,181.42857142857144,5.428571428571429,59.095238095238116,0.09310167876255404,0.11111111111111112,0.5462147887323946,,,6.0,215.85714285714286
Colorado,2020-04-12,H,E,E,Colorado,383.0,24.0,5758736.0,37.66666666666666,216912389.3333333,332.57142857142856,21.142857142857142,48.61904761904759,0.542910447761194,0.5229681978798586,0.4702901888530628,18.0,13.0,15.0,397.4285714285714
Minnesota,2020-04-12,H,E,,Minnesota,58.0,6.0,5639632.0,34.33333333333333,193627365.3333333,92.42857142857143,5.857142857142858,48.380952380952394,0.1267384916748286,0.23428571428571426,0.4747663551401871,,3.0,15.0,92.57142857142857
Michigan,2020-04-12,H,P,C,Michigan,686.0,168.0,9986857.0,38.333333333333336,382829518.3333334,1029.7142857142858,157.0,43.523809523809526,0.8088878913702167,0.9990909090909093,0.4029982363315697,1.0,3.0,15.0,1273.0
Nebraska,2020-04-12,H,E,,Nebraska,91.0,0.0,1934408.0,47.66666666666666,92206781.33333331,61.14285714285714,1.2857142857142858,65.80952380952384,0.13968668407310705,0.225,0.6244916403072754,,9.0,6.0,61.14285714285714
Oklahoma,2020-04-12,H,P,,Oklahoma,102.0,2.0,3956971.0,56.33333333333334,222909366.3333333,102.57142857142857,7.142857142857142,66.71428571428568,0.09899351992279057,0.8928571428571429,0.6221136767317935,,4.0,12.0,129.57142857142858
New Jersey,2020-04-12,H,E,P,New Jersey,3699.0,167.0,8882190.0,33.33333333333333,296072999.99999994,3477.857142857143,204.7142857142857,36.809523809523796,0.9465396578538102,0.6807600950118765,0.3622305529522023,8.0,10.0,15.0,3674.285714285714
Alabama,2020-04-12,H,E,,Alabama,334.0,2.0,4903185.0,46.66666666666666,228815300.0,247.0,6.857142857142858,60.999999999999936,0.12879916567342073,0.24,0.5678191489361696,,10.0,7.0,247.0
Arizona,2020-04-12,H,,,Arizona,146.0,7.0,7278717.0,51.33333333333334,373640806.0,181.42857142857144,7.2857142857142865,56.76190476190477,0.04719785937267727,0.08777969018932874,0.545537757437071,,,12.0,202.85714285714286
Rhode Island,2020-04-12,H,E,E,Rhode Island,289.0,7.0,1059361.0,42.333333333333336,44846282.333333336,284.57142857142856,5.428571428571429,47.19047619047621,0.7588571428571428,0.31147540983606564,0.4537545787545788,12.0,7.0,14.0,284.57142857142856
Tennessee,2020-04-12,H,E,,Tennessee,194.0,0.0,6829174.0,45.0,307312830.0,239.28571428571428,8.142857142857142,59.28571428571429,0.10008963250672244,0.43511450381679373,0.5595505617977529,,12.0,9.0,299.42857142857144
North Carolina,2020-04-12,H,E,,North Carolina,208.0,1.0,10488084.0,44.66666666666666,468467752.0,276.42857142857144,7.142857142857142,55.19047619047621,0.13660430638898693,0.3225806451612904,0.5282588878760256,,7.0,12.0,276.42857142857144
Maine,2020-04-12,H,E,E,Maine,17.0,0.0,1344212.0,42.333333333333336,56904974.66666667,23.285714285714285,1.2857142857142858,50.904761904761884,0.4429347826086957,0.5,0.4808816914080071,22.0,10.0,13.0,37.714285714285715
Texas,2020-04-12,H,,,Texas,923.0,17.0,28995881.0,49.0,1420798169.0,953.1428571428572,20.571428571428573,54.666666666666615,0.0963423967192757,0.08505611340815121,0.5273311897106104,,,14.0,953.1428571428572
Indiana,2020-04-12,H,E,E,Indiana,493.0,13.0,6732219.0,51.33333333333334,345587242.0,502.4285714285714,30.857142857142854,61.19047619047622,0.5995567678145244,0.4864864864864865,0.5736607142857146,16.0,9.0,16.0,502.4285714285714
Florida,2020-04-12,H,E,,Florida,861.0,27.0,21477737.0,38.333333333333336,823313251.6666667,1029.142857142857,35.285714285714285,47.095238095238116,0.0867011674088338,0.2769058295964125,0.4617180205415501,,8.0,13.0,1214.2857142857142
Kansas,2020-04-12,H,E,E,Kansas,69.0,1.0,2913314.0,51.66666666666666,150521223.3333333,84.28571428571429,4.857142857142857,63.85714285714289,0.1759093619558736,0.8095238095238094,0.5902288732394371,4.0,12.0,13.0,84.28571428571429
Utah,2020-04-12,H,E,E,Utah,97.0,0.0,3205958.0,50.0,160297900.0,99.71428571428572,1.4285714285714286,56.14285714285714,0.14892255173885213,0.2631578947368421,0.5481171548117154,9.0,11.0,15.0,128.85714285714286
Vermont,2020-04-12,H,E,C,Vermont,21.0,2.0,623989.0,35.0,21839615.0,30.142857142857146,0.7142857142857143,44.380952380952365,0.7275862068965516,0.38461538461538464,0.4228675136116151,1.0,17.0,14.0,41.42857142857143
Wyoming,2020-04-12,H,,E,Wyoming,0.0,0.0,578759.0,52.0,30095468.0,9.142857142857142,0.0,69.3809523809524,0.1833810888252149,0.0,0.6119277614447712,15.0,,6.0,16.571428571428573
Ohio,2020-04-12,H,E,E,Ohio,354.0,6.0,11689100.0,49.66666666666666,580558633.3333333,365.8571428571428,19.142857142857142,59.19047619047616,0.266548709408826,0.3872832369942196,0.5581499775482709,13.0,11.0,16.0,372.8571428571428
Oregon,2020-04-12,H,P,E,Oregon,156.0,4.0,4217737.0,52.66666666666666,222134148.66666663,65.57142857142857,3.571428571428572,56.19047619047617,0.1905354919053549,0.8620689655172413,0.5417814508723597,15.0,0.0,16.0,75.28571428571429
Arkansas,2020-04-12,H,E,,Arkansas,54.0,3.0,3017804.0,57.33333333333334,173020762.6666667,64.28571428571429,1.5714285714285714,67.80952380952375,0.07389162561576355,0.2,0.6334519572953732,,10.0,15.0,69.0
District of Columbia,2020-04-12,H,E,E,District of Columbia,97.0,3.0,705749.0,34.66666666666667,24465965.333333336,125.28571428571428,4.0,31.809523809523782,0.6472324723247233,0.32941176470588235,0.31171255249649993,15.0,8.0,18.0,129.0
South Dakota,2020-04-12,H,E,E,South Dakota,104.0,0.0,884659.0,42.333333333333336,37450564.333333336,70.0,0.5714285714285714,63.66666666666668,0.5141657922350472,0.25,0.5674872665534805,8.0,6.0,7.0,70.0
Illinois,2020-04-12,H,E,E,Illinois,1672.0,43.0,12671821.0,45.33333333333334,574455885.3333334,1370.857142857143,63.714285714285715,50.23809523809525,0.5343877039594588,0.5452322738386308,0.4795454545454546,15.0,10.0,19.0,1370.857142857143
North Dakota,2020-04-12,H,E,,North Dakota,15.0,1.0,762062.0,47.33333333333334,36070934.66666667,14.428571428571427,0.7142857142857143,60.38095238095236,0.11744186046511627,0.35714285714285715,0.5727190605239384,,12.0,10.0,16.571428571428573
Georgia,2020-04-12,H,E,E,Georgia,293.0,5.0,10617423.0,41.0,435314343.0,829.2857142857142,31.714285714285715,51.80952380952383,0.22141276985277286,0.6666666666666667,0.5013824884792629,7.0,16.0,10.0,857.0
Wisconsin,2020-04-12,H,P,E,Wisconsin,142.0,7.0,5822434.0,45.66666666666666,265891152.66666663,188.7142857142857,10.857142857142858,56.76190476190475,0.1962269756387404,0.8351648351648352,0.5364536453645363,12.0,3.0,17.0,211.28571428571428
Iowa,2020-04-12,H,E,E,Iowa,77.0,7.0,3155070.0,48.66666666666666,153546740.0,102.71428571428572,2.7142857142857144,63.71428571428571,0.18369954011241696,0.17924528301886794,0.5933481152993347,4.0,7.0,9.0,103.42857142857143
New York,2020-04-12,H,P,P,New York,8236.0,758.0,19453561.0,35.33333333333333,687359155.3333333,9523.285714285714,746.5714285714287,35.904761904761855,0.98542476607193,0.9777362020579982,0.351351351351351,9.0,3.0,15.0,9664.142857142857
Pennsylvania,2020-04-12,H,E,P,Pennsylvania,1178.0,13.0,12801989.0,43.0,550485527.0,1617.571428571429,51.0,48.23809523809523,0.9729334937274444,0.27546296296296297,0.4674665436086756,4.0,4.0,18.0,1662.571428571429
New Mexico,2020-04-12,H,E,E,New Mexico,83.0,1.0,2096829.0,52.66666666666666,110432994.0,90.14285714285714,1.2857142857142858,60.47619047619045,0.3046837276677933,0.125,0.5639431616341026,6.0,2.0,14.0,98.28571428571428
Maryland,2020-04-12,H,E,E,Maryland,531.0,37.0,6045680.0,46.33333333333334,280116506.6666667,659.4285714285714,30.42857142857143,49.14285714285715,0.6048218029350105,0.5392405063291139,0.4791086350974931,12.0,9.0,16.0,659.4285714285714
Hawaii,2020-04-12,H,E,E,Hawaii,21.0,0.0,1415872.0,34.66666666666667,49083562.66666667,19.285714285714285,0.5714285714285714,41.42857142857145,0.4470198675496688,0.6666666666666666,0.4237700925474916,21.0,5.0,14.0,28.857142857142854
Alaska,2020-04-12,H,C,,Alaska,15.0,0.0,731545.0,49.66666666666666,36333401.66666666,12.428571428571427,0.2857142857142857,55.71428571428571,0.08805668016194332,0.5,0.5359596885020613,,1.0,15.0,13.428571428571427
Washington,2020-04-13,H,P,E,Washington,304.0,17.0,7614893.0,49.66666666666666,378206352.3333333,256.7142857142857,17.0,49.71428571428568,0.2639541715628672,0.7125748502994012,0.47027027027027,33.0,9.0,17.0,370.57142857142856
Wisconsin,2020-04-13,H,P,E,Wisconsin,116.0,10.0,5822434.0,55.33333333333334,322174681.3333334,173.4285714285714,11.0,56.28571428571427,0.18033273915626855,0.8461538461538461,0.5319531953195318,13.0,4.0,18.0,211.28571428571428
Arkansas,2020-04-13,H,E,,Arkansas,130.0,3.0,3017804.0,71.0,214264084.0,76.42857142857143,2.0,67.95238095238089,0.08784893267651889,0.2545454545454546,0.6347864768683269,,11.0,16.0,76.42857142857143
District of Columbia,2020-04-13,H,E,E,District of Columbia,80.0,3.0,705749.0,27.66666666666667,19525722.333333336,122.57142857142857,4.142857142857143,31.14285714285712,0.633210332103321,0.34117647058823536,0.3051796546896871,16.0,9.0,19.0,129.0
Arizona,2020-04-13,H,,,Arizona,163.0,7.0,7278717.0,57.33333333333334,417313108.0,178.0,8.142857142857142,56.66666666666668,0.04630593132154006,0.09810671256454387,0.5446224256292908,,,13.0,202.85714285714286
New Jersey,2020-04-13,H,E,P,New Jersey,2734.0,93.0,8882190.0,30.0,266465700.0,3356.285714285714,205.7142857142857,35.57142857142856,0.913452566096423,0.6840855106888362,0.35004686035613863,9.0,11.0,16.0,3674.285714285714
Maryland,2020-04-13,H,E,E,Maryland,711.0,49.0,6045680.0,43.66666666666666,263994693.3333333,698.7142857142858,35.142857142857146,48.23809523809525,0.6408542976939203,0.6227848101265823,0.4702878365831013,13.0,10.0,17.0,698.7142857142858
