state,date,new_cases,new_deaths,population,google_mobility_level,google_mobility_level_by_pop,aggregation,new_cases_rolling_mean,new_deaths_rolling_mean,google_mobility_level_rolling_mean,new_cases_rolling_mean_rel,new_deaths_rolling_mean_rel,google_mobility_level_rolling_mean_rel
Colorado,2020-03-30,566.0,7.0,5758736.0,50.0,287936800.0,Colorado,290.85714285714283,6.428571428571429,50.2380952380952,0.4748134328358209,0.15901060070671377,0.48595117457392867
Oklahoma,2020-03-30,52.0,1.0,3956971.0,65.0,257203115.0,Oklahoma,57.142857142857146,2.142857142857143,71.71428571428571,0.055149593271749626,0.26785714285714285,0.6687388987566606
South Dakota,2020-03-30,11.0,0.0,884659.0,72.33333333333333,63990334.33333333,South Dakota,10.428571428571429,0.0,71.04761904761905,0.07660020986358868,0.0,0.6332767402376909
Idaho,2020-03-30,49.0,1.0,1787065.0,63.666666666666664,113776471.66666666,Idaho,37.57142857142857,0.8571428571428571,65.76190476190477,0.06408382066276802,0.2222222222222222,0.6167932112550247
Iowa,2020-03-30,88.0,2.0,3155070.0,70.33333333333333,221906589.99999997,Iowa,45.57142857142857,,68.42857142857142,0.08150229943791518,,0.6372505543237249
Alaska,2020-03-30,12.0,1.0,731545.0,55.0,40234975.0,Alaska,13.142857142857142,0.42857142857142855,57.52380952380952,0.0931174089068826,0.75,0.5533669262482821
Georgia,2020-03-30,158.0,7.0,10617423.0,58.333333333333336,619349675.0,Georgia,291.0,8.857142857142858,60.095238095238095,0.0776947135555725,0.1861861861861862,0.5815668202764978
Utah,2020-03-30,87.0,2.0,3205958.0,58.666666666666664,188082869.3333333,Utah,78.42857142857143,0.42857142857142855,60.09523809523809,0.1171324941327075,0.07894736842105263,0.5867038586703857
Pennsylvania,2020-03-30,693.0,11.0,12801989.0,49.666666666666664,635832120.3333333,Pennsylvania,491.85714285714283,6.142857142857143,50.52380952380952,0.29584120982986767,0.033179012345679014,0.4896169820027688
New Hampshire,2020-03-30,100.0,1.0,1359711.0,53.666666666666664,72971157.0,New Hampshire,33.714285714285715,0.42857142857142855,56.61904761904759,0.3259668508287293,0.05999999999999999,0.5353444394416926
Missouri,2020-03-30,193.0,3.0,6137428.0,62.333333333333336,382566345.3333334,Missouri,121.14285714285714,1.4285714285714286,64.04761904761905,0.08996392955654571,0.06802721088435375,0.5967169476486246
North Carolina,2020-03-30,267.0,2.0,10488084.0,60.0,629285040.0,North Carolina,144.28571428571428,0.8571428571428571,61.90476190476191,0.07130250617719731,0.03870967741935484,0.5925250683682771
Oregon,2020-03-30,58.0,3.0,4217737.0,53.666666666666664,226351885.66666666,Oregon,59.285714285714285,1.5714285714285714,53.76190476190475,0.1722706517227065,0.3793103448275862,0.5183654729109274
Florida,2020-03-30,1227.0,7.0,21477737.0,53.333333333333336,1145479306.6666667,Florida,614.5714285714286,7.0,54.19047619047621,0.0517751835359249,0.05493273542600897,0.531279178338002
New Jersey,2020-03-30,3250.0,37.0,8882190.0,42.333333333333336,376012710.0,New Jersey,1970.2857142857142,24.428571428571427,43.71428571428569,0.5362363919129083,0.08123515439429928,0.4301780693533268
Arkansas,2020-03-30,47.0,1.0,3017804.0,70.0,211246280.0,Arkansas,42.714285714285715,1.0,72.38095238095237,0.04909688013136289,0.1272727272727273,0.6761565836298932
Indiana,2020-03-30,272.0,3.0,6732219.0,63.333333333333336,426373870.0,Indiana,218.14285714285714,4.0,62.523809523809554,0.26031367200818273,0.06306306306306306,0.5861607142857146
Kansas,2020-03-30,49.0,2.0,2913314.0,63.666666666666664,185480991.3333333,Kansas,40.857142857142854,0.8571428571428571,68.42857142857144,0.08527131782945735,0.14285714285714285,0.6324823943661974
Louisiana,2020-03-30,485.0,34.0,4648794.0,57.666666666666664,268080454.0,Louisiana,407.57142857142856,21.571428571428573,58.57142857142854,0.17979581547769097,0.3275488069414317,0.548862115127175
Nevada,2020-03-30,270.0,4.0,3080156.0,51.0,157087956.0,Nevada,109.0,3.4285714285714284,50.28571428571429,0.09307148084898756,0.26373626373626374,0.49976336961665885
Illinois,2020-03-30,461.0,8.0,12671821.0,51.0,646262871.0,Illinois,540.5714285714286,8.714285714285714,51.04761904761905,0.21072562231998662,0.0745721271393643,0.48727272727272736
New York,2020-03-30,6984.0,253.0,19453561.0,38.666666666666664,752204358.6666666,New York,6517.428571428572,157.71428571428572,41.33333333333329,0.6743928217712014,0.20654817586529467,0.40447343895619725
Minnesota,2020-03-30,98.0,1.0,5639632.0,50.333333333333336,283861477.3333334,Minnesota,61.42857142857143,1.2857142857142858,52.000000000000036,0.0842311459353575,0.051428571428571435,0.510280373831776
Maine,2020-03-30,22.0,0.0,1344212.0,52.666666666666664,70795165.33333333,Maine,24.0,,56.57142857142856,0.4565217391304348,,0.534412955465587
Arizona,2020-03-30,238.0,3.0,7278717.0,63.666666666666664,463411649.0,Arizona,127.42857142857143,2.5714285714285716,63.428571428571445,0.033149992567266244,0.03098106712564544,0.6096109839816936
Ohio,2020-03-30,280.0,10.0,11689100.0,59.666666666666664,697449633.3333333,Ohio,213.0,4.714285714285714,59.80952380952379,0.15518318068276435,0.0953757225433526,0.5639874270318812
California,2020-03-30,739.0,10.0,39512223.0,52.0,2054635596.0,California,673.4285714285714,15.142857142857142,51.90476190476189,0.06730728043748305,0.14114513981358187,0.5225311601150525
Virginia,2020-03-30,130.0,3.0,8535519.0,58.333333333333336,497905275.0,Virginia,109.42857142857143,2.7142857142857144,58.42857142857141,0.0915939256247758,0.0794979079497908,0.5656984785615489
Connecticut,2020-03-30,578.0,2.0,3565287.0,51.666666666666664,184206495.0,Connecticut,308.0,3.7142857142857144,52.380952380952344,0.2773703846648656,0.03102625298329356,0.519112789051439
Wyoming,2020-03-30,8.0,0.0,578759.0,74.66666666666667,43214005.333333336,Wyoming,9.714285714285714,,73.04761904761907,0.19484240687679083,,0.644267114657707
Mississippi,2020-03-30,89.0,2.0,2976149.0,72.33333333333333,215274777.66666666,Mississippi,85.42857142857143,2.142857142857143,73.04761904761905,0.06186633560935237,0.1048951048951049,0.6842105263157896
Tennessee,2020-03-30,297.0,6.0,6829174.0,66.0,450725484.0,Tennessee,174.14285714285714,1.5714285714285714,66.66666666666664,0.07284135046310128,0.08396946564885495,0.6292134831460672
Arizona,2020-03-31,132.0,4.0,7278717.0,62.666666666666664,456132932.0,Arizona,133.14285714285714,2.7142857142857144,62.95238095238097,0.03463653931916159,0.03270223752151463,0.605034324942792
Florida,2020-03-31,865.0,14.0,21477737.0,53.666666666666664,1152638552.3333333,Florida,703.7142857142857,8.428571428571429,53.42857142857145,0.05928511252858346,0.06614349775784753,0.523809523809524
Washington,2020-03-31,311.0,14.0,7614893.0,47.333333333333336,360438268.6666667,Washington,358.2857142857143,16.571428571428573,47.76190476190472,0.3683901292596945,0.6946107784431138,0.45180180180180146
Mississippi,2020-03-31,90.0,4.0,2976149.0,72.33333333333333,215274777.66666666,Mississippi,88.14285714285714,2.7142857142857144,72.57142857142857,0.06383198841299399,0.1328671328671329,0.6797502230151651
South Dakota,2020-03-31,7.0,0.0,884659.0,72.66666666666667,64285220.66666667,South Dakota,11.142857142857142,0.0,70.33333333333333,0.08184679958027283,0.0,0.6269100169779285
Iowa,2020-03-31,73.0,1.0,3155070.0,68.66666666666667,216648140.00000003,Iowa,53.285714285714285,1.0,68.4285714285714,0.09529892692897292,0.0660377358490566,0.6372505543237248
Michigan,2020-03-31,1291.0,114.0,9986857.0,44.666666666666664,446079612.6666666,Michigan,1214.142857142857,66.42857142857143,45.476190476190496,0.9537650095387723,0.42272727272727273,0.42107583774250457
Kansas,2020-03-31,60.0,1.0,2913314.0,66.66666666666666,194220933.3333333,Kansas,47.142857142857146,1.0,67.95238095238096,0.09838998211091235,0.16666666666666666,0.6280809859154931
Nebraska,2020-03-31,27.0,1.0,1934408.0,73.66666666666667,142501389.33333334,Nebraska,17.142857142857142,0.42857142857142855,72.61904761904763,0.0391644908616188,0.075,0.6891098056936287
Tennessee,2020-03-31,405.0,10.0,6829174.0,63.333333333333336,432514353.3333334,Tennessee,224.57142857142858,3.0,66.47619047619047,0.09393486704511503,0.16030534351145037,0.6274157303370785
Hawaii,2020-03-31,29.0,,1415872.0,46.333333333333336,65602069.333333336,Hawaii,18.142857142857142,,45.28571428571429,0.4205298013245033,,0.46322454943984415
Montana,2020-03-31,13.0,0.0,1068778.0,59.333333333333336,63414161.333333336,Montana,19.714285714285715,,62.42857142857141,0.17058096415327567,,0.5829257447754556
Indiana,2020-03-31,373.0,14.0,6732219.0,62.333333333333336,419641651.0,Indiana,256.2857142857143,5.285714285714286,61.523809523809554,0.30583020797817934,0.08333333333333333,0.5767857142857146
Georgia,2020-03-31,1120.0,24.0,10617423.0,56.666666666666664,601653970.0,Georgia,414.7142857142857,11.285714285714286,59.42857142857144,0.1107254557937295,0.23723723723723728,0.575115207373272
Texas,2020-03-31,389.0,7.0,28995881.0,59.666666666666664,1730087566.3333333,Texas,408.0,4.571428571428571,58.428571428571374,0.041240090681992116,0.018901358535144713,0.5636196600826822
Alaska,2020-03-31,5.0,0.0,731545.0,58.0,42429610.0,Alaska,11.857142857142858,0.42857142857142855,56.99999999999999,0.0840080971659919,0.75,0.548327989005955
Missouri,2020-03-31,296.0,1.0,6137428.0,63.666666666666664,390749582.6666666,Missouri,163.42857142857142,1.5714285714285714,64.52380952380953,0.1213664332696796,0.07482993197278912,0.6011535048802129
,2020-03-31,24618.0,858.0,328239523.0,54.673391946567435,,us,19327.285714285714,487.14285714285717,55.33533459417706,0.2907870471867222,0.2360351630096214,0.5213145316497544
Alabama,2020-03-31,122.0,7.0,4903185.0,66.0,323610210.0,Alabama,109.42857142857143,1.8571428571428572,69.57142857142854,0.05706197854588796,0.065,0.647606382978723
Wisconsin,2020-03-31,163.0,2.0,5822434.0,58.0,337701172.0,Wisconsin,151.42857142857142,1.5714285714285714,55.95238095238093,0.15745692216280452,0.12087912087912088,0.5288028802880286
Minnesota,2020-03-31,93.0,2.0,5639632.0,52.0,293260864.0,Minnesota,67.42857142857143,1.5714285714285714,51.4761904761905,0.09245837414299705,0.06285714285714286,0.505140186915888
Louisiana,2020-03-31,1212.0,54.0,4648794.0,58.666666666666664,272729248.0,Louisiana,549.8571428571429,27.571428571428573,58.428571428571395,0.2425636501134359,0.41865509761388287,0.5475234270414989
Virginia,2020-03-31,230.0,2.0,8535519.0,53.666666666666664,458072853.0,Virginia,137.14285714285714,2.857142857142857,57.33333333333332,0.11479134281956235,0.08368200836820083,0.5550945136007375
Oklahoma,2020-03-31,84.0,6.0,3956971.0,70.0,276987970.0,Oklahoma,65.57142857142857,2.857142857142857,70.9047619047619,0.06328415827933269,0.35714285714285715,0.6611900532859679
Vermont,2020-03-31,27.0,1.0,623989.0,51.0,31823439.0,Vermont,27.857142857142858,0.8571428571428571,48.33333333333332,0.6724137931034483,0.4615384615384615,0.46052631578947356
Nevada,2020-03-31,105.0,5.0,3080156.0,53.333333333333336,164274986.6666667,Nevada,119.28571428571429,3.4285714285714284,50.333333333333336,0.10185411075872165,0.26373626373626374,0.5002366303833412
Ohio,2020-03-31,266.0,16.0,11689100.0,60.666666666666664,709138733.3333333,Ohio,233.57142857142858,6.714285714285714,60.333333333333314,0.1701706910907577,0.13583815028901733,0.5689268073641669
New Hampshire,2020-03-31,0.0,0.0,1359711.0,57.666666666666664,78410001.0,New Hampshire,30.428571428571427,0.2857142857142857,56.4285714285714,0.2941988950276243,0.039999999999999994,0.533543448896893
Kentucky,2020-03-31,41.0,2.0,4467673.0,63.0,281463399.0,Kentucky,50.857142857142854,1.0,65.47619047619047,0.07772925764192139,0.1111111111111111,0.6261384335154826
Colorado,2020-03-31,0.0,0.0,5758736.0,51.666666666666664,297534693.3333333,Colorado,272.42857142857144,6.285714285714286,49.47619047619044,0.4447294776119403,0.15547703180212014,0.47858129894058005
West Virginia,2020-03-31,36.0,0.0,1792147.0,64.33333333333334,115294790.33333334,West Virginia,20.285714285714285,0.14285714285714285,63.761904761904766,0.15010570824524314,0.05263157894736842,0.593265396544085
Maryland,2020-03-31,247.0,8.0,6045680.0,45.666666666666664,276086053.3333333,Maryland,187.28571428571428,5.428571428571429,52.61904761904764,0.17177672955974843,0.09620253164556962,0.5129990714948934
Connecticut,2020-03-31,557.0,33.0,3565287.0,52.0,185394924.0,Connecticut,358.57142857142856,8.142857142857142,51.99999999999996,0.3229126463398945,0.06801909307875895,0.515337423312883
Wyoming,2020-03-31,15.0,0.0,578759.0,74.66666666666667,43214005.333333336,Wyoming,11.428571428571429,,72.90476190476191,0.22922636103151864,,0.6430071398572029
Delaware,2020-03-31,55.0,1.0,973764.0,55.0,53557020.0,Delaware,32.57142857142857,1.5714285714285714,55.047619047619044,0.1386861313868613,0.125,0.52473899228325
Utah,2020-03-31,81.0,1.0,3205958.0,59.333333333333336,190220174.6666667,Utah,84.0,0.5714285714285714,59.666666666666664,0.12545338169404738,0.10526315789473684,0.5825197582519757
Idaho,2020-03-31,105.0,1.0,1787065.0,63.0,112585095.0,Idaho,52.142857142857146,1.0,64.09523809523812,0.08893762183235868,0.25925925925925924,0.6011612326931669
New Jersey,2020-03-31,2060.0,69.0,8882190.0,41.333333333333336,367130520.0,New Jersey,2145.8571428571427,31.857142857142858,42.99999999999998,0.5840202177293934,0.10593824228028503,0.42314901593252086
North Carolina,2020-03-31,191.0,2.0,10488084.0,56.666666666666664,594324760.0,North Carolina,157.14285714285714,1.1428571428571428,60.61904761904763,0.07765619484645252,0.05161290322580645,0.5802187784867822
North Dakota,2020-03-31,17.0,1.0,762062.0,67.0,51058154.0,North Dakota,13.142857142857142,0.42857142857142855,67.42857142857142,0.10697674418604651,0.21428571428571427,0.6395663956639566
Maine,2020-03-31,28.0,2.0,1344212.0,59.0,79308508.0,Maine,25.428571428571427,,56.666666666666664,0.483695652173913,,0.5353126405757984
Pennsylvania,2020-03-31,756.0,14.0,12801989.0,49.333333333333336,631564790.6666667,Pennsylvania,570.2857142857143,8.0,50.28571428571428,0.3430142636191786,0.043209876543209874,0.4873096446700508
New Mexico,2020-03-31,44.0,2.0,2096829.0,66.33333333333334,139089657.00000003,New Mexico,28.285714285714285,0.5714285714285714,63.19047619047616,0.09560598744567841,0.055555555555555546,0.5892539964476018
California,2020-03-31,1035.0,20.0,39512223.0,51.666666666666664,2041464855.0,California,768.5714285714286,16.142857142857142,51.85714285714285,0.07681653982894755,0.15046604527296936,0.522051773729626
Illinois,2020-03-31,937.0,26.0,12671821.0,50.0,633591050.0,Illinois,637.0,11.857142857142858,51.04761904761905,0.2483154201704071,0.10146699266503667,0.48727272727272736
Massachusetts,2020-03-31,868.0,29.0,6892503.0,42.333333333333336,291782627.0,Massachusetts,780.1428571428571,18.142857142857142,42.76190476190476,0.3446730623579904,0.11339285714285714,0.5515970515970515
Rhode Island,2020-03-31,73.0,4.0,1059361.0,51.0,54027411.0,Rhode Island,60.0,,51.47619047619049,0.16,,0.4949633699633701
Arkansas,2020-03-31,50.0,1.0,3017804.0,72.66666666666667,219293757.33333334,Arkansas,43.57142857142857,1.1428571428571428,72.38095238095237,0.05008210180623973,0.14545454545454545,0.6761565836298932
New York,2020-03-31,9298.0,332.0,19453561.0,38.333333333333336,745719838.3333334,New York,7161.428571428572,191.42857142857142,40.714285714285666,0.741030909547813,0.2507015902712816,0.3984156570363463
South Carolina,2020-03-31,158.0,4.0,5148714.0,67.33333333333334,346680076.00000006,South Carolina,112.14285714285714,2.4285714285714284,68.52380952380955,0.05754710065244483,0.049707602339181284,0.6333626760563382
District of Columbia,2020-03-31,94.0,0.0,705749.0,31.0,21878219.0,District of Columbia,51.142857142857146,1.0,35.33333333333331,0.26420664206642064,0.08235294117647059,0.34624358376108233
Oregon,2020-03-31,84.0,2.0,4217737.0,55.333333333333336,233381447.33333334,Oregon,68.71428571428571,1.4285714285714286,53.95238095238094,0.19966791199667908,0.3448275862068965,0.5202020202020201
Maryland,2020-04-01,325.0,9.0,6045680.0,48.333333333333336,292207866.6666667,Maryland,223.14285714285714,6.714285714285714,52.57142857142859,0.20466457023060797,0.1189873417721519,0.5125348189415043
District of Columbia,2020-04-01,91.0,2.0,705749.0,32.0,22583968.0,District of Columbia,57.57142857142857,1.2857142857142858,35.28571428571426,0.29741697416974167,0.10588235294117648,0.3457769482034529
Iowa,2020-04-01,52.0,2.0,3155070.0,71.33333333333333,225061659.99999997,Iowa,57.714285714285715,1.1428571428571428,68.57142857142854,0.10321921308124682,0.07547169811320754,0.6385809312638578
Hawaii,2020-04-01,4.0,1.0,1415872.0,45.666666666666664,64658154.666666664,Hawaii,16.857142857142858,,44.76190476190477,0.39072847682119205,,0.45786653677545064
Michigan,2020-04-01,1592.0,125.0,9986857.0,46.666666666666664,466053326.6666666,Michigan,1273.0,80.71428571428571,45.33333333333336,1.0,0.5136363636363636,0.4197530864197533
Pennsylvania,2020-04-01,962.0,11.0,12801989.0,51.333333333333336,657168768.6666667,Pennsylvania,668.2857142857143,9.0,50.76190476190475,0.4019590995016326,0.04861111111111111,0.4919243193354868
Alabama,2020-04-01,96.0,13.0,4903185.0,72.0,353029320.0,Alabama,113.42857142857143,3.7142857142857144,69.3333333333333,0.05914779499404052,0.13,0.6453900709219854
California,2020-04-01,673.0,18.0,39512223.0,52.666666666666664,2080977078.0,California,828.5714285714286,16.857142857142858,51.99999999999999,0.08281337007581707,0.15712383488681758,0.523489932885906
Utah,2020-04-01,125.0,2.0,3205958.0,59.0,189151522.0,Utah,95.14285714285714,0.8571428571428571,59.38095238095237,0.1420951568167271,0.15789473684210525,0.5797303579730356
Indiana,2020-04-01,406.0,16.0,6732219.0,63.666666666666664,428617943.0,Indiana,298.2857142857143,7.285714285714286,61.714285714285744,0.35594953972042276,0.11486486486486486,0.5785714285714288
Missouri,2020-04-01,254.0,4.0,6137428.0,68.0,417345104.0,Missouri,175.0,1.4285714285714286,64.61904761904762,0.12995968597496285,0.06802721088435375,0.6020408163265305
Arkansas,2020-04-01,61.0,2.0,3017804.0,76.0,229353104.0,Arkansas,43.42857142857143,1.1428571428571428,72.66666666666664,0.04991789819376027,0.14545454545454545,0.6788256227758006
Massachusetts,2020-04-01,1118.0,34.0,6892503.0,42.0,289485126.0,Massachusetts,842.8571428571429,22.0,43.0,0.3723807119414289,0.1375,0.5546683046683046
Oklahoma,2020-04-01,154.0,7.0,3956971.0,75.0,296772825.0,Oklahoma,79.28571428571429,3.5714285714285716,70.38095238095237,0.07652006066455261,0.44642857142857145,0.656305506216696
Nevada,2020-04-01,166.0,8.0,3080156.0,53.666666666666664,165301705.3333333,Nevada,136.85714285714286,4.571428571428571,50.52380952380953,0.1168577701878507,0.3516483516483516,0.5021296734500711
Ohio,2020-04-01,348.0,10.0,11689100.0,62.333333333333336,728620566.6666667,Ohio,263.2857142857143,7.857142857142857,60.57142857142855,0.19181931723563694,0.1589595375722543,0.5711719802424784
Nebraska,2020-04-01,38.0,1.0,1934408.0,74.0,143146192.0,Nebraska,21.285714285714285,0.5714285714285714,72.5714285714286,0.04862924281984334,0.09999999999999999,0.6886579304112067
Delaware,2020-04-01,49.0,1.0,973764.0,57.666666666666664,56153724.0,Delaware,36.142857142857146,1.5714285714285714,55.80952380952381,0.15389294403892945,0.125,0.5320018157058556
Connecticut,2020-04-01,429.0,16.0,3565287.0,53.333333333333336,190148640.0,Connecticut,383.14285714285717,9.428571428571429,52.28571428571424,0.34504052489386344,0.07875894988066827,0.5181689476167999
New Hampshire,2020-04-01,101.0,1.0,1359711.0,57.333333333333336,77956764.0,New Hampshire,43.857142857142854,0.42857142857142855,55.90476190476188,0.42403314917127066,0.05999999999999999,0.528590724898694
Louisiana,2020-04-01,1187.0,34.0,4648794.0,61.666666666666664,286675630.0,Louisiana,661.2857142857143,29.714285714285715,58.5238095238095,0.2917191832619108,0.4511930585683297,0.548415885765283
Kansas,2020-04-01,54.0,1.0,2913314.0,68.33333333333333,199076456.66666666,Kansas,50.857142857142854,1.0,67.4761904761905,0.10614192009540846,0.16666666666666666,0.623679577464789
Colorado,2020-04-01,339.0,18.0,5758736.0,50.333333333333336,289856378.6666667,Colorado,293.42857142857144,8.285714285714286,48.761904761904724,0.47901119402985076,0.2049469964664311,0.4716720405343156
Wisconsin,2020-04-01,236.0,8.0,5822434.0,60.666666666666664,353227662.6666666,Wisconsin,164.85714285714286,2.4285714285714284,56.66666666666664,0.17142008318478907,0.1868131868131868,0.5355535553555353
Kentucky,2020-04-01,111.0,6.0,4467673.0,65.0,290398745.0,Kentucky,62.0,1.8571428571428572,65.04761904761904,0.09475982532751091,0.20634920634920637,0.6220400728597449
Minnesota,2020-04-01,57.0,5.0,5639632.0,51.666666666666664,291380986.6666666,Minnesota,67.28571428571429,2.2857142857142856,50.90476190476193,0.09226248775710089,0.09142857142857143,0.4995327102803741
Idaho,2020-04-01,110.0,2.0,1787065.0,64.0,114372160.0,Idaho,64.57142857142857,1.2857142857142858,62.95238095238096,0.1101364522417154,0.33333333333333337,0.5904421616793213
Texas,2020-04-01,731.0,17.0,28995881.0,60.666666666666664,1759083447.3333333,Texas,431.85714285714283,6.571428571428571,58.52380952380947,0.04365153856150636,0.027170702894270524,0.5645383555351396
Wyoming,2020-04-01,21.0,0.0,578759.0,72.33333333333333,41863567.666666664,Wyoming,12.285714285714286,,72.85714285714286,0.24641833810888256,,0.6425871482570349
South Dakota,2020-04-01,21.0,1.0,884659.0,71.33333333333333,63105675.33333333,South Dakota,12.571428571428571,0.14285714285714285,70.42857142857142,0.09233997901364113,0.0625,0.6277589134125634
Montana,2020-04-01,24.0,1.0,1068778.0,57.333333333333336,61276605.333333336,Montana,22.142857142857142,,60.95238095238093,0.1915945611866502,,0.5691418408181411
Georgia,2020-04-01,709.0,28.0,10617423.0,59.666666666666664,633506239.0,Georgia,484.42857142857144,14.142857142857142,59.09523809523811,0.12933862232054313,0.2972972972972973,0.5718894009216592
North Carolina,2020-04-01,86.0,2.0,10488084.0,57.333333333333336,601316816.0,North Carolina,154.28571428571428,1.2857142857142858,59.42857142857143,0.07624426403106246,0.05806451612903226,0.568824065633546
Illinois,2020-04-01,986.0,42.0,12671821.0,52.333333333333336,663158632.3333334,Illinois,730.7142857142857,17.428571428571427,51.04761904761905,0.28484713482207497,0.1491442542787286,0.48727272727272736
West Virginia,2020-04-01,29.0,0.0,1792147.0,65.66666666666666,117684319.66666666,West Virginia,21.714285714285715,0.14285714285714285,64.33333333333333,0.16067653276955604,0.05263157894736842,0.5985821887461231
Mississippi,2020-04-01,136.0,2.0,2976149.0,77.0,229163473.0,Mississippi,99.42857142857143,2.857142857142857,72.66666666666667,0.07200496585971446,0.13986013986013987,0.6806422836752901
Washington,2020-04-01,438.0,20.0,7614893.0,48.666666666666664,370591459.3333333,Washington,362.85714285714283,17.571428571428573,47.571428571428534,0.37309048178613397,0.7365269461077845,0.44999999999999973
Arizona,2020-04-01,124.0,5.0,7278717.0,59.333333333333336,431870542.0,Arizona,137.57142857142858,3.2857142857142856,62.19047619047621,0.03578861305188048,0.039586919104991396,0.5977116704805494
Rhode Island,2020-04-01,100.0,2.0,1059361.0,50.666666666666664,53674290.666666664,Rhode Island,70.28571428571429,,51.47619047619049,0.18742857142857144,,0.4949633699633701
Virginia,2020-04-01,234.0,7.0,8535519.0,54.333333333333336,463763199.0,Virginia,156.14285714285714,3.5714285714285716,57.19047619047618,0.13069472677268923,0.10460251046025104,0.5537113877362839
New Mexico,2020-04-01,34.0,1.0,2096829.0,65.66666666666666,137691770.99999997,New Mexico,30.714285714285715,0.5714285714285714,63.428571428571395,0.10381458232737809,0.055555555555555546,0.5914742451154525
South Carolina,2020-04-01,210.0,4.0,5148714.0,68.0,350112552.0,South Carolina,124.14285714285714,2.7142857142857144,68.00000000000001,0.0637050069642988,0.05555555555555556,0.6285211267605635
Tennessee,2020-04-01,444.0,1.0,6829174.0,66.33333333333334,453001875.3333334,Tennessee,271.2857142857143,3.0,66.28571428571429,0.11347475351060651,0.16030534351145037,0.62561797752809
New Jersey,2020-04-01,3559.0,88.0,8882190.0,42.666666666666664,378973440.0,New Jersey,2550.4285714285716,41.857142857142854,43.04761904761903,0.6941290824261276,0.13919239904988123,0.42361761949390797
Oregon,2020-04-01,46.0,0.0,4217737.0,56.666666666666664,239005096.66666666,Oregon,75.28571428571429,1.4285714285714286,54.23809523809523,0.21876297218762972,0.3448275862068965,0.5229568411386593
Florida,2020-04-01,617.0,10.0,21477737.0,55.0,1181275535.0,Florida,753.2857142857143,9.285714285714286,53.00000000000002,0.06346130701648815,0.07286995515695067,0.519607843137255
Vermont,2020-04-01,39.0,3.0,623989.0,51.0,31823439.0,Vermont,28.428571428571427,1.1428571428571428,47.47619047619047,0.6862068965517241,0.6153846153846153,0.4523593466424682
Maine,2020-04-01,41.0,2.0,1344212.0,59.333333333333336,79756578.66666667,Maine,27.857142857142858,,56.71428571428571,0.5298913043478262,,0.5357624831309041
Alaska,2020-04-01,14.0,0.0,731545.0,59.333333333333336,43405003.333333336,Alaska,13.0,0.2857142857142857,57.04761904761904,0.09210526315789475,0.5,0.548786074209803
North Dakota,2020-04-01,16.0,0.0,762062.0,64.33333333333334,49025988.66666667,North Dakota,14.714285714285714,0.42857142857142855,66.71428571428571,0.1197674418604651,0.21428571428571427,0.6327913279132792
,2020-04-01,25714.0,984.0,328239523.0,56.090300145441866,,us,21164.14285714286,594.5714285714286,55.24847309662422,0.3184233264124422,0.2880874922129162,0.5204962089406346
New York,2020-04-01,7917.0,391.0,19453561.0,40.0,778142440.0,New York,7557.285714285715,236.57142857142858,40.66666666666662,0.7819923428284232,0.30982226379794203,0.3979496738117424
Minnesota,2020-04-02,83.0,1.0,5639632.0,48.333333333333336,272582213.3333334,Minnesota,70.14285714285714,2.2857142857142856,49.80952380952384,0.09618021547502448,0.09142857142857143,0.4887850467289722
Hawaii,2020-04-02,50.0,0.0,1415872.0,44.0,62298368.0,Hawaii,23.285714285714285,,44.857142857142875,0.5397350993377483,,0.4588407208962495
Maine,2020-04-02,32.0,0.0,1344212.0,47.0,63177964.0,Maine,31.571428571428573,1.0,54.99999999999999,0.6005434782608696,0.38888888888888884,0.5195681511470984
Kentucky,2020-04-02,89.0,3.0,4467673.0,63.666666666666664,284441847.6666666,Kentucky,68.85714285714286,2.2857142857142856,64.66666666666664,0.10524017467248908,0.25396825396825395,0.6183970856102001
Maryland,2020-04-02,346.0,12.0,6045680.0,48.666666666666664,294223093.3333333,Maryland,250.14285714285714,8.142857142857142,51.857142857142875,0.2294287211740042,0.14430379746835442,0.5055710306406687
Oklahoma,2020-04-02,160.0,4.0,3956971.0,69.33333333333333,274349989.3333333,Oklahoma,90.14285714285714,3.857142857142857,69.95238095238093,0.08699848338618503,0.48214285714285715,0.6523090586145646
South Dakota,2020-04-02,36.0,0.0,884659.0,59.0,52194881.0,South Dakota,17.0,0.14285714285714285,68.76190476190476,0.1248688352570829,0.0625,0.6129032258064514
South Carolina,2020-04-02,261.0,5.0,5148714.0,65.66666666666666,338098885.99999994,South Carolina,156.85714285714286,3.142857142857143,67.3809523809524,0.08049263250494831,0.06432748538011696,0.622799295774648
North Dakota,2020-04-02,17.0,0.0,762062.0,54.333333333333336,41405368.66666667,North Dakota,15.285714285714286,0.42857142857142855,64.66666666666666,0.12441860465116279,0.21428571428571427,0.6133694670280035
West Virginia,2020-04-02,26.0,1.0,1792147.0,64.0,114697408.0,West Virginia,23.714285714285715,0.2857142857142857,64.38095238095237,0.1754756871035941,0.10526315789473684,0.5990252547629595
Connecticut,2020-04-02,267.0,27.0,3565287.0,50.333333333333336,179452779.0,Connecticut,401.7142857142857,13.0,51.71428571428567,0.3617650842660492,0.10859188544152745,0.512505899008966
