state_code,date,total_cases,total_deaths,state,population,new_cases,new_deaths
MT,2020-07-12,1758.0,29.0,Montana,1068778.0,81.0,0.0
SD,2020-07-12,7499.0,109.0,South Dakota,884659.0,45.0,0.0
NY,2020-07-12,401706.0,24979.0,New York,19453561.0,677.0,5.0
AK,2020-07-12,1479.0,17.0,Alaska,731545.0,94.0,0.0
MS,2020-07-12,36287.0,1249.0,Mississippi,2976149.0,868.0,19.0
IL,2020-07-12,155048.0,7388.0,Illinois,12671821.0,954.0,19.0
AR,2020-07-12,28367.0,321.0,Arkansas,3017804.0,1564.0,8.0
KY,2020-07-12,19389.0,625.0,Kentucky,4467673.0,268.0,3.0
NM,2020-07-12,14773.0,543.0,New Mexico,2096829.0,224.0,4.0
VA,2020-07-12,70670.0,1966.0,Virginia,8535519.0,888.0,4.0
MI,2020-07-12,76776.0,6314.0,Michigan,9986857.0,406.0,1.0
KS,2020-07-12,18611.0,284.0,Kansas,2913314.0,0.0,0.0
WA,2020-07-12,39218.0,1424.0,Washington,7614893.0,0.0,0.0
LA,2020-07-12,78122.0,3416.0,Louisiana,4648794.0,1319.0,13.0
OK,2020-07-12,20235.0,422.0,Oklahoma,3956971.0,456.0,1.0
MA,2020-07-12,111597.0,8325.0,Massachusetts,6892503.0,199.0,15.0
DC,2020-07-12,10847.0,568.0,District of Columbia,705749.0,46.0,0.0
MO,2020-07-12,27443.0,1069.0,Missouri,6137428.0,310.0,0.0
MD,2020-07-12,73109.0,3319.0,Maryland,6045680.0,642.0,9.0
IA,2020-07-12,35071.0,750.0,Iowa,3155070.0,424.0,2.0
VT,2020-07-12,1296.0,56.0,Vermont,623989.0,13.0,0.0
TN,2020-07-12,61960.0,741.0,Tennessee,6829174.0,954.0,3.0
NJ,2020-07-12,175298.0,15431.0,New Jersey,8882190.0,339.0,16.0
UT,2020-07-12,29484.0,215.0,Utah,3205958.0,629.0,3.0
NV,2020-07-12,27683.0,593.0,Nevada,3080156.0,845.0,1.0
OR,2020-07-12,12170.0,234.0,Oregon,4217737.0,319.0,2.0
RI,2020-07-12,17312.0,976.0,Rhode Island,1059361.0,0.0,0.0
CA,2020-07-12,320804.0,7017.0,California,39512223.0,8460.0,72.0
IN,2020-07-12,51612.0,2760.0,Indiana,6732219.0,533.0,4.0
NE,2020-07-12,20998.0,285.0,Nebraska,1934408.0,221.0,-1.0
HI,2020-07-12,1200.0,19.0,Hawaii,1415872.0,42.0,0.0
ID,2020-07-12,10505.0,102.0,Idaho,1787065.0,577.0,1.0
DE,2020-07-12,12804.0,517.0,Delaware,973764.0,61.0,0.0
WV,2020-07-12,4207.0,96.0,West Virginia,1792147.0,133.0,1.0
ME,2020-07-12,3539.0,114.0,Maine,1344212.0,19.0,2.0
NC,2020-07-12,85701.0,1503.0,North Carolina,10488084.0,1908.0,4.0
WY,2020-07-12,1862.0,21.0,Wyoming,578759.0,23.0,0.0
FL,2020-07-12,269811.0,4346.0,Florida,21477737.0,15300.0,45.0
PA,2020-07-12,95266.0,6904.0,Pennsylvania,12801989.0,577.0,7.0
ND,2020-07-12,4334.0,78.0,North Dakota,762062.0,91.0,0.0
MS,2020-07-13,36680.0,1250.0,Mississippi,2976149.0,393.0,1.0
VT,2020-07-13,1301.0,56.0,Vermont,623989.0,5.0,0.0
AL,2020-07-13,55545.0,1124.0,Alabama,4903185.0,1958.0,3.0
HI,2020-07-13,1220.0,19.0,Hawaii,1415872.0,20.0,0.0
RI,2020-07-13,17487.0,984.0,Rhode Island,1059361.0,175.0,8.0
GA,2020-07-13,120569.0,3026.0,Georgia,10617423.0,3643.0,25.0
LA,2020-07-13,79827.0,3423.0,Louisiana,4648794.0,1705.0,7.0
NY,2020-07-13,402263.0,24989.0,New York,19453561.0,557.0,10.0
MA,2020-07-13,111827.0,8330.0,Massachusetts,6892503.0,230.0,5.0
NM,2020-07-13,15028.0,545.0,New Mexico,2096829.0,255.0,2.0
KY,2020-07-13,19653.0,629.0,Kentucky,4467673.0,264.0,4.0
TN,2020-07-13,65274.0,749.0,Tennessee,6829174.0,3314.0,8.0
NC,2020-07-13,87528.0,1510.0,North Carolina,10488084.0,1827.0,7.0
VA,2020-07-13,71642.0,1968.0,Virginia,8535519.0,972.0,2.0
ID,2020-07-13,10902.0,102.0,Idaho,1787065.0,397.0,0.0
CT,2020-07-13,47510.0,4371.0,Connecticut,3565287.0,223.0,23.0
WA,2020-07-13,40656.0,1438.0,Washington,7614893.0,1438.0,14.0
NJ,2020-07-13,175522.0,15450.0,New Jersey,8882190.0,224.0,19.0
CO,2020-07-13,36913.0,1586.0,Colorado,5758736.0,322.0,0.0
CA,2020-07-13,329162.0,7040.0,California,39512223.0,8358.0,23.0
OK,2020-07-13,20745.0,424.0,Oklahoma,3956971.0,510.0,2.0
ND,2020-07-13,4442.0,78.0,North Dakota,762062.0,108.0,0.0
MO,2020-07-13,27890.0,1083.0,Missouri,6137428.0,447.0,14.0
UT,2020-07-13,30030.0,216.0,Utah,3205958.0,546.0,1.0
MT,2020-07-13,1843.0,32.0,Montana,1068778.0,85.0,3.0
AK,2020-07-13,1539.0,17.0,Alaska,731545.0,60.0,0.0
MD,2020-07-13,73527.0,3325.0,Maryland,6045680.0,418.0,6.0
PA,2020-07-13,95742.0,6911.0,Pennsylvania,12801989.0,476.0,7.0
NE,2020-07-13,21172.0,285.0,Nebraska,1934408.0,174.0,0.0
OH,2020-07-13,66853.0,3064.0,Ohio,11689100.0,1261.0,6.0
IN,2020-07-13,52037.0,2762.0,Indiana,6732219.0,425.0,2.0
SD,2020-07-13,7524.0,109.0,South Dakota,884659.0,25.0,0.0
NH,2020-07-13,6054.0,391.0,New Hampshire,1359711.0,30.0,0.0
IL,2020-07-13,155931.0,7394.0,Illinois,12671821.0,883.0,6.0
MN,2020-07-13,42772.0,1542.0,Minnesota,5639632.0,491.0,2.0
FL,2020-07-13,282435.0,4381.0,Florida,21477737.0,12624.0,35.0
SC,2020-07-13,58168.0,972.0,South Carolina,5148714.0,1520.0,11.0
DC,2020-07-13,10906.0,568.0,District of Columbia,705749.0,59.0,0.0
WV,2020-07-13,4259.0,96.0,West Virginia,1792147.0,52.0,0.0
AR,2020-07-13,28939.0,323.0,Arkansas,3017804.0,572.0,2.0
WI,2020-07-13,40382.0,827.0,Wisconsin,5822434.0,505.0,0.0
DE,2020-07-13,12879.0,517.0,Delaware,973764.0,75.0,0.0
ME,2020-07-13,3558.0,114.0,Maine,1344212.0,19.0,0.0
MI,2020-07-13,77198.0,6321.0,Michigan,9986857.0,422.0,7.0
OR,2020-07-13,12438.0,237.0,Oregon,4217737.0,268.0,3.0
TX,2020-07-13,264313.0,3235.0,Texas,28995881.0,5655.0,43.0
WY,2020-07-13,1862.0,21.0,Wyoming,578759.0,0.0,0.0
KS,2020-07-13,20058.0,288.0,Kansas,2913314.0,1447.0,4.0
NV,2020-07-13,28515.0,593.0,Nevada,3080156.0,832.0,0.0
AZ,2020-07-13,123824.0,2245.0,Arizona,7278717.0,1357.0,8.0
IA,2020-07-13,35529.0,754.0,Iowa,3155070.0,458.0,4.0
PA,2020-07-14,96671.0,6931.0,Pennsylvania,12801989.0,929.0,20.0
FL,2020-07-14,291629.0,4514.0,Florida,21477737.0,9194.0,133.0
NE,2020-07-14,21399.0,288.0,Nebraska,1934408.0,227.0,3.0
NM,2020-07-14,15291.0,548.0,New Mexico,2096829.0,263.0,3.0
MO,2020-07-14,28826.0,1093.0,Missouri,6137428.0,936.0,10.0
NJ,2020-07-14,175915.0,15472.0,New Jersey,8882190.0,393.0,22.0
MD,2020-07-14,74260.0,3334.0,Maryland,6045680.0,733.0,9.0
DC,2020-07-14,10946.0,568.0,District of Columbia,705749.0,40.0,0.0
IA,2020-07-14,35849.0,757.0,Iowa,3155070.0,320.0,3.0
ID,2020-07-14,11402.0,102.0,Idaho,1787065.0,500.0,0.0
DE,2020-07-14,12969.0,518.0,Delaware,973764.0,90.0,1.0
MI,2020-07-14,77864.0,6326.0,Michigan,9986857.0,666.0,5.0
NY,2020-07-14,403175.0,24994.0,New York,19453561.0,912.0,5.0
NC,2020-07-14,89484.0,1552.0,North Carolina,10488084.0,1956.0,42.0
NV,2020-07-14,29619.0,612.0,Nevada,3080156.0,1104.0,19.0
MA,2020-07-14,112130.0,8340.0,Massachusetts,6892503.0,303.0,10.0
TN,2020-07-14,66788.0,767.0,Tennessee,6829174.0,1514.0,18.0
KS,2020-07-14,20058.0,288.0,Kansas,2913314.0,0.0,0.0
ME,2020-07-14,3566.0,114.0,Maine,1344212.0,8.0,0.0
AZ,2020-07-14,128097.0,2337.0,Arizona,7278717.0,4273.0,92.0
WI,2020-07-14,41349.0,833.0,Wisconsin,5822434.0,967.0,6.0
OK,2020-07-14,21738.0,428.0,Oklahoma,3956971.0,993.0,4.0
OH,2020-07-14,67995.0,3069.0,Ohio,11689100.0,1142.0,5.0
OR,2020-07-14,12805.0,244.0,Oregon,4217737.0,367.0,7.0
SC,2020-07-14,60389.0,993.0,South Carolina,5148714.0,2221.0,21.0
WV,2020-07-14,4407.0,97.0,West Virginia,1792147.0,148.0,1.0
MN,2020-07-14,43170.0,1548.0,Minnesota,5639632.0,398.0,6.0
IN,2020-07-14,52685.0,2775.0,Indiana,6732219.0,648.0,13.0
NH,2020-07-14,6068.0,391.0,New Hampshire,1359711.0,14.0,0.0
AR,2020-07-14,29733.0,331.0,Arkansas,3017804.0,794.0,8.0
WY,2020-07-14,1951.0,22.0,Wyoming,578759.0,89.0,1.0
SD,2020-07-14,7572.0,109.0,South Dakota,884659.0,48.0,0.0
GA,2020-07-14,123963.0,3054.0,Georgia,10617423.0,3394.0,28.0
TX,2020-07-14,275058.0,3322.0,Texas,28995881.0,10745.0,87.0
AK,2020-07-14,1579.0,17.0,Alaska,731545.0,40.0,0.0
ND,2020-07-14,4493.0,78.0,North Dakota,762062.0,51.0,0.0
UT,2020-07-14,30478.0,226.0,Utah,3205958.0,448.0,10.0
MS,2020-07-14,37542.0,1272.0,Mississippi,2976149.0,862.0,22.0
CA,2020-07-14,336508.0,7087.0,California,39512223.0,7346.0,47.0
CO,2020-07-14,37242.0,1589.0,Colorado,5758736.0,329.0,3.0
HI,2020-07-14,1243.0,22.0,Hawaii,1415872.0,23.0,3.0
IL,2020-07-14,156638.0,7419.0,Illinois,12671821.0,707.0,25.0
RI,2020-07-14,17588.0,985.0,Rhode Island,1059361.0,101.0,1.0
WA,2020-07-14,41757.0,1399.0,Washington,7614893.0,1101.0,-39.0
MT,2020-07-14,1952.0,34.0,Montana,1068778.0,109.0,2.0
KY,2020-07-14,20223.0,635.0,Kentucky,4467673.0,570.0,6.0
LA,2020-07-14,82042.0,3445.0,Louisiana,4648794.0,2215.0,22.0
AL,2020-07-14,57255.0,1164.0,Alabama,4903185.0,1710.0,40.0
CT,2020-07-14,47530.0,4372.0,Connecticut,3565287.0,20.0,1.0
VT,2020-07-14,1305.0,56.0,Vermont,623989.0,4.0,0.0
VA,2020-07-14,72443.0,1977.0,Virginia,8535519.0,801.0,9.0
NE,2020-07-15,21717.0,286.0,Nebraska,1934408.0,318.0,-2.0
FL,2020-07-15,301810.0,4626.0,Florida,21477737.0,10181.0,112.0
KY,2020-07-15,20677.0,645.0,Kentucky,4467673.0,454.0,10.0
NM,2020-07-15,15514.0,551.0,New Mexico,2096829.0,223.0,3.0
NV,2020-07-15,30468.0,618.0,Nevada,3080156.0,849.0,6.0
PA,2020-07-15,97665.0,6957.0,Pennsylvania,12801989.0,994.0,26.0
IL,2020-07-15,157825.0,7427.0,Illinois,12671821.0,1187.0,8.0
MS,2020-07-15,38567.0,1290.0,Mississippi,2976149.0,1025.0,18.0
VA,2020-07-15,73527.0,1992.0,Virginia,8535519.0,1084.0,15.0
WV,2020-07-15,4557.0,97.0,West Virginia,1792147.0,150.0,0.0
VT,2020-07-15,1318.0,56.0,Vermont,623989.0,13.0,0.0
OR,2020-07-15,13081.0,247.0,Oregon,4217737.0,276.0,3.0
ME,2020-07-15,3578.0,114.0,Maine,1344212.0,12.0,0.0
SD,2020-07-15,7652.0,111.0,South Dakota,884659.0,80.0,2.0
MI,2020-07-15,78913.0,6330.0,Michigan,9986857.0,1049.0,4.0
KS,2020-07-15,20933.0,299.0,Kansas,2913314.0,875.0,11.0
MD,2020-07-15,75016.0,3341.0,Maryland,6045680.0,756.0,7.0
DE,2020-07-15,13050.0,521.0,Delaware,973764.0,81.0,3.0
NJ,2020-07-15,176278.0,15497.0,New Jersey,8882190.0,363.0,25.0
RI,2020-07-15,17640.0,987.0,Rhode Island,1059361.0,52.0,2.0
NC,2020-07-15,91266.0,1568.0,North Carolina,10488084.0,1782.0,16.0
WI,2020-07-15,42197.0,834.0,Wisconsin,5822434.0,848.0,1.0
GA,2020-07-15,127834.0,3091.0,Georgia,10617423.0,3871.0,37.0
AZ,2020-07-15,131354.0,2434.0,Arizona,7278717.0,3257.0,97.0
ID,2020-07-15,11718.0,103.0,Idaho,1787065.0,316.0,1.0
TN,2020-07-15,69061.0,783.0,Tennessee,6829174.0,2273.0,16.0
UT,2020-07-15,30891.0,233.0,Utah,3205958.0,413.0,7.0
CO,2020-07-15,37686.0,1594.0,Colorado,5758736.0,444.0,5.0
LA,2020-07-15,84131.0,3461.0,Louisiana,4648794.0,2089.0,16.0
HI,2020-07-15,1264.0,22.0,Hawaii,1415872.0,21.0,0.0
TX,2020-07-15,282365.0,3432.0,Texas,28995881.0,7307.0,110.0
AK,2020-07-15,1631.0,17.0,Alaska,731545.0,52.0,0.0
ND,2020-07-15,4565.0,81.0,North Dakota,762062.0,72.0,3.0
OH,2020-07-15,69311.0,3075.0,Ohio,11689100.0,1316.0,6.0
CA,2020-07-15,347634.0,7227.0,California,39512223.0,11126.0,140.0
AR,2020-07-15,30297.0,335.0,Arkansas,3017804.0,564.0,4.0
OK,2020-07-15,22813.0,432.0,Oklahoma,3956971.0,1075.0,4.0
WY,2020-07-15,1985.0,22.0,Wyoming,578759.0,34.0,0.0
NH,2020-07-15,6091.0,392.0,New Hampshire,1359711.0,23.0,1.0
MA,2020-07-15,112347.0,8368.0,Massachusetts,6892503.0,217.0,28.0
IN,2020-07-15,53370.0,2785.0,Indiana,6732219.0,685.0,10.0
MO,2020-07-15,29714.0,1102.0,Missouri,6137428.0,888.0,9.0
WA,2020-07-15,42304.0,1404.0,Washington,7614893.0,547.0,5.0
MN,2020-07-15,43742.0,1558.0,Minnesota,5639632.0,572.0,10.0
DC,2020-07-15,11026.0,571.0,District of Columbia,705749.0,80.0,3.0
IA,2020-07-15,36291.0,762.0,Iowa,3155070.0,442.0,5.0
CT,2020-07-15,47636.0,4380.0,Connecticut,3565287.0,106.0,8.0
AL,2020-07-15,59067.0,1211.0,Alabama,4903185.0,1812.0,47.0
SC,2020-07-15,62245.0,998.0,South Carolina,5148714.0,1856.0,5.0
NY,2020-07-15,404006.0,25003.0,New York,19453561.0,831.0,9.0
MT,2020-07-15,2096.0,34.0,Montana,1068778.0,144.0,0.0
RI,2020-07-16,17711.0,988.0,Rhode Island,1059361.0,71.0,1.0
HI,2020-07-16,1292.0,22.0,Hawaii,1415872.0,28.0,0.0
OH,2020-07-16,70601.0,3103.0,Ohio,11689100.0,1290.0,28.0
ME,2020-07-16,3598.0,114.0,Maine,1344212.0,20.0,0.0
AZ,2020-07-16,134613.0,2492.0,Arizona,7278717.0,3259.0,58.0
AK,2020-07-16,2032.0,17.0,Alaska,731545.0,401.0,0.0
WY,2020-07-16,2026.0,24.0,Wyoming,578759.0,41.0,2.0
MN,2020-07-16,44347.0,1566.0,Minnesota,5639632.0,605.0,8.0
TX,2020-07-16,292656.0,3561.0,Texas,28995881.0,10291.0,129.0
OR,2020-07-16,13509.0,249.0,Oregon,4217737.0,428.0,2.0
VA,2020-07-16,74431.0,2007.0,Virginia,8535519.0,904.0,15.0
CT,2020-07-16,47750.0,4389.0,Connecticut,3565287.0,114.0,9.0
OK,2020-07-16,23441.0,438.0,Oklahoma,3956971.0,628.0,6.0
NE,2020-07-16,21979.0,291.0,Nebraska,1934408.0,262.0,5.0
MA,2020-07-16,112581.0,8380.0,Massachusetts,6892503.0,234.0,12.0
MO,2020-07-16,30422.0,1113.0,Missouri,6137428.0,708.0,11.0
IA,2020-07-16,37132.0,778.0,Iowa,3155070.0,841.0,16.0
IL,2020-07-16,159082.0,7452.0,Illinois,12671821.0,1257.0,25.0
MI,2020-07-16,79839.0,6348.0,Michigan,9986857.0,926.0,18.0
KY,2020-07-16,21083.0,650.0,Kentucky,4467673.0,406.0,5.0
NY,2020-07-16,404775.0,25014.0,New York,19453561.0,769.0,11.0
NV,2020-07-16,31915.0,626.0,Nevada,3080156.0,1447.0,8.0
GA,2020-07-16,131275.0,3104.0,Georgia,10617423.0,3441.0,13.0
TN,2020-07-16,71540.0,796.0,Tennessee,6829174.0,2479.0,13.0
UT,2020-07-16,31845.0,234.0,Utah,3205958.0,954.0,1.0
ND,2020-07-16,4668.0,82.0,North Dakota,762062.0,103.0,1.0
FL,2020-07-16,315775.0,4782.0,Florida,21477737.0,13965.0,156.0
LA,2020-07-16,86411.0,3485.0,Louisiana,4648794.0,2280.0,24.0
NC,2020-07-16,93426.0,1588.0,North Carolina,10488084.0,2160.0,20.0
AR,2020-07-16,31114.0,341.0,Arkansas,3017804.0,817.0,6.0
NM,2020-07-16,15841.0,557.0,New Mexico,2096829.0,327.0,6.0
MD,2020-07-16,75664.0,3347.0,Maryland,6045680.0,648.0,6.0
PA,2020-07-16,98446.0,6973.0,Pennsylvania,12801989.0,781.0,16.0
MS,2020-07-16,39797.0,1308.0,Mississippi,2976149.0,1230.0,18.0
WA,2020-07-16,43046.0,1421.0,Washington,7614893.0,742.0,17.0
DC,2020-07-16,11076.0,574.0,District of Columbia,705749.0,50.0,3.0
DE,2020-07-16,13114.0,521.0,Delaware,973764.0,64.0,0.0
NJ,2020-07-16,176501.0,15528.0,New Jersey,8882190.0,223.0,31.0
ID,2020-07-16,12445.0,110.0,Idaho,1787065.0,727.0,7.0
WV,2020-07-16,4657.0,99.0,West Virginia,1792147.0,100.0,2.0
VT,2020-07-16,1325.0,56.0,Vermont,623989.0,7.0,0.0
KS,2020-07-16,20933.0,299.0,Kansas,2913314.0,0.0,0.0
CO,2020-07-16,38155.0,1601.0,Colorado,5758736.0,469.0,7.0
CA,2020-07-16,356178.0,7345.0,California,39512223.0,8544.0,118.0
AL,2020-07-16,61088.0,1230.0,Alabama,4903185.0,2021.0,19.0
MT,2020-07-16,2231.0,35.0,Montana,1068778.0,135.0,1.0
IN,2020-07-16,54080.0,2795.0,Indiana,6732219.0,710.0,10.0
NH,2020-07-16,6113.0,394.0,New Hampshire,1359711.0,22.0,2.0
SC,2020-07-16,64083.0,1070.0,South Carolina,5148714.0,1838.0,72.0
WI,2020-07-16,43139.0,838.0,Wisconsin,5822434.0,942.0,4.0
SD,2020-07-16,7694.0,115.0,South Dakota,884659.0,42.0,4.0
MD,2020-07-17,76371.0,3359.0,Maryland,6045680.0,707.0,12.0
NY,2020-07-17,405551.0,25024.0,New York,19453561.0,776.0,10.0
IL,2020-07-17,160509.0,7465.0,Illinois,12671821.0,1427.0,13.0
IA,2020-07-17,37722.0,784.0,Iowa,3155070.0,590.0,6.0
NC,2020-07-17,95477.0,1606.0,North Carolina,10488084.0,2051.0,18.0
MO,2020-07-17,31288.0,1121.0,Missouri,6137428.0,866.0,8.0
TX,2020-07-17,307572.0,3735.0,Texas,28995881.0,14916.0,174.0
MN,2020-07-17,45013.0,1573.0,Minnesota,5639632.0,666.0,7.0
WA,2020-07-17,44313.0,1427.0,Washington,7614893.0,1267.0,6.0
MA,2020-07-17,112879.0,8402.0,Massachusetts,6892503.0,298.0,22.0
NE,2020-07-17,22134.0,299.0,Nebraska,1934408.0,155.0,8.0
HI,2020-07-17,1311.0,22.0,Hawaii,1415872.0,19.0,0.0
OK,2020-07-17,24140.0,445.0,Oklahoma,3956971.0,699.0,7.0
KS,2020-07-17,21965.0,299.0,Kansas,2913314.0,1032.0,0.0
NH,2020-07-17,6165.0,395.0,New Hampshire,1359711.0,52.0,1.0
DC,2020-07-17,11115.0,577.0,District of Columbia,705749.0,39.0,3.0
DE,2020-07-17,13337.0,521.0,Delaware,973764.0,223.0,0.0
SC,2020-07-17,66060.0,1096.0,South Carolina,5148714.0,1977.0,26.0
NJ,2020-07-17,176551.0,15547.0,New Jersey,8882190.0,50.0,19.0
CT,2020-07-17,47893.0,4396.0,Connecticut,3565287.0,143.0,7.0
AL,2020-07-17,63091.0,1265.0,Alabama,4903185.0,2003.0,35.0
WI,2020-07-17,44068.0,840.0,Wisconsin,5822434.0,929.0,2.0
WY,2020-07-17,2069.0,24.0,Wyoming,578759.0,43.0,0.0
ND,2020-07-17,4792.0,82.0,North Dakota,762062.0,124.0,0.0
CA,2020-07-17,366164.0,7475.0,California,39512223.0,9986.0,130.0
LA,2020-07-17,88590.0,3509.0,Louisiana,4648794.0,2179.0,24.0
CO,2020-07-17,38726.0,1615.0,Colorado,5758736.0,571.0,14.0
UT,2020-07-17,32572.0,235.0,Utah,3205958.0,727.0,1.0
RI,2020-07-17,17793.0,990.0,Rhode Island,1059361.0,82.0,2.0
ID,2020-07-17,13133.0,114.0,Idaho,1787065.0,688.0,4.0
OH,2020-07-17,72280.0,3112.0,Ohio,11689100.0,1679.0,9.0
MT,2020-07-17,2366.0,37.0,Montana,1068778.0,135.0,2.0
IN,2020-07-17,54813.0,2803.0,Indiana,6732219.0,733.0,8.0
TN,2020-07-17,73819.0,815.0,Tennessee,6829174.0,2279.0,19.0
AK,2020-07-17,2081.0,17.0,Alaska,731545.0,49.0,0.0
GA,2020-07-17,135183.0,3132.0,Georgia,10617423.0,3908.0,28.0
AZ,2020-07-17,138523.0,2583.0,Arizona,7278717.0,3910.0,91.0
NM,2020-07-17,16138.0,562.0,New Mexico,2096829.0,297.0,5.0
AR,2020-07-17,31762.0,353.0,Arkansas,3017804.0,648.0,12.0
VA,2020-07-17,75433.0,2013.0,Virginia,8535519.0,1002.0,6.0
WV,2020-07-17,4783.0,100.0,West Virginia,1792147.0,126.0,1.0
ME,2020-07-17,3636.0,115.0,Maine,1344212.0,38.0,1.0
MS,2020-07-17,40829.0,1332.0,Mississippi,2976149.0,1032.0,24.0
VT,2020-07-17,1334.0,56.0,Vermont,623989.0,9.0,0.0
KY,2020-07-17,21605.0,658.0,Kentucky,4467673.0,522.0,8.0
FL,2020-07-17,327241.0,4912.0,Florida,21477737.0,11466.0,130.0
MI,2020-07-17,80593.0,6355.0,Michigan,9986857.0,754.0,7.0
PA,2020-07-17,99478.0,6992.0,Pennsylvania,12801989.0,1032.0,19.0
NV,2020-07-17,33295.0,637.0,Nevada,3080156.0,1380.0,11.0
OR,2020-07-17,13802.0,254.0,Oregon,4217737.0,293.0,5.0
SD,2020-07-17,7789.0,116.0,South Dakota,884659.0,95.0,1.0
IN,2020-07-18,55654.0,2820.0,Indiana,6732219.0,841.0,17.0
LA,2020-07-18,88590.0,3509.0,Louisiana,4648794.0,0.0,0.0
OR,2020-07-18,14149.0,257.0,Oregon,4217737.0,347.0,3.0
NC,2020-07-18,97958.0,1629.0,North Carolina,10488084.0,2481.0,23.0
MO,2020-07-18,32248.0,1130.0,Missouri,6137428.0,960.0,9.0
IA,2020-07-18,37907.0,787.0,Iowa,3155070.0,185.0,3.0
MS,2020-07-18,41846.0,1346.0,Mississippi,2976149.0,1017.0,14.0
TN,2020-07-18,76336.0,838.0,Tennessee,6829174.0,2517.0,23.0
VA,2020-07-18,76373.0,2025.0,Virginia,8535519.0,940.0,12.0
CA,2020-07-18,375363.0,7595.0,California,39512223.0,9199.0,120.0
MN,2020-07-18,45470.0,1578.0,Minnesota,5639632.0,457.0,5.0
NY,2020-07-18,406305.0,25035.0,New York,19453561.0,754.0,11.0
CO,2020-07-18,39344.0,1615.0,Colorado,5758736.0,618.0,0.0
IL,2020-07-18,161785.0,7483.0,Illinois,12671821.0,1276.0,18.0
UT,2020-07-18,33332.0,243.0,Utah,3205958.0,760.0,8.0
WA,2020-07-18,45067.0,1434.0,Washington,7614893.0,754.0,7.0
FL,2020-07-18,337569.0,5002.0,Florida,21477737.0,10328.0,90.0
NV,2020-07-18,34477.0,646.0,Nevada,3080156.0,1182.0,9.0
AR,2020-07-18,31762.0,353.0,Arkansas,3017804.0,0.0,0.0
KY,2020-07-18,22184.0,667.0,Kentucky,4467673.0,579.0,9.0
DE,2020-07-18,13429.0,523.0,Delaware,973764.0,92.0,2.0
SC,2020-07-18,67612.0,1135.0,South Carolina,5148714.0,1552.0,39.0
NJ,2020-07-18,176814.0,15562.0,New Jersey,8882190.0,263.0,15.0
GA,2020-07-18,139872.0,3168.0,Georgia,10617423.0,4689.0,36.0
SD,2020-07-18,7862.0,116.0,South Dakota,884659.0,73.0,0.0
ID,2020-07-18,13752.0,118.0,Idaho,1787065.0,619.0,4.0
MD,2020-07-18,77206.0,3368.0,Maryland,6045680.0,835.0,9.0
VT,2020-07-18,1338.0,56.0,Vermont,623989.0,4.0,0.0
MT,2020-07-18,2471.0,37.0,Montana,1068778.0,105.0,0.0
RI,2020-07-18,17793.0,990.0,Rhode Island,1059361.0,0.0,0.0
OK,2020-07-18,25056.0,451.0,Oklahoma,3956971.0,916.0,6.0
MI,2020-07-18,81338.0,6364.0,Michigan,9986857.0,745.0,9.0
ND,2020-07-18,4907.0,82.0,North Dakota,762062.0,115.0,0.0
HI,2020-07-18,1334.0,23.0,Hawaii,1415872.0,23.0,1.0
CT,2020-07-18,47893.0,4396.0,Connecticut,3565287.0,0.0,0.0
KS,2020-07-18,21965.0,299.0,Kansas,2913314.0,0.0,0.0
NH,2020-07-18,6165.0,395.0,New Hampshire,1359711.0,0.0,0.0
WI,2020-07-18,45099.0,850.0,Wisconsin,5822434.0,1031.0,10.0
ME,2020-07-18,3646.0,117.0,Maine,1344212.0,10.0,2.0
WV,2020-07-18,4894.0,100.0,West Virginia,1792147.0,111.0,0.0
NE,2020-07-18,22361.0,301.0,Nebraska,1934408.0,227.0,2.0
TX,2020-07-18,317730.0,3865.0,Texas,28995881.0,10158.0,130.0
AL,2020-07-18,65234.0,1286.0,Alabama,4903185.0,2143.0,21.0
DC,2020-07-18,11194.0,578.0,District of Columbia,705749.0,79.0,1.0
WY,2020-07-18,2108.0,24.0,Wyoming,578759.0,39.0,0.0
NM,2020-07-18,16456.0,565.0,New Mexico,2096829.0,318.0,3.0
PA,2020-07-18,100241.0,7007.0,Pennsylvania,12801989.0,763.0,15.0
MA,2020-07-18,113238.0,8419.0,Massachusetts,6892503.0,359.0,17.0
OH,2020-07-18,73822.0,3132.0,Ohio,11689100.0,1542.0,20.0
AZ,2020-07-18,141265.0,2730.0,Arizona,7278717.0,2742.0,147.0
AK,2020-07-18,2159.0,18.0,Alaska,731545.0,78.0,1.0
MT,2020-07-19,2533.0,37.0,Montana,1068778.0,62.0,0.0
WI,2020-07-19,45948.0,851.0,Wisconsin,5822434.0,849.0,1.0
TX,2020-07-19,325030.0,3958.0,Texas,28995881.0,7300.0,93.0
OH,2020-07-19,74932.0,3174.0,Ohio,11689100.0,1110.0,42.0
KY,2020-07-19,23161.0,670.0,Kentucky,4467673.0,977.0,3.0
ID,2020-07-19,14302.0,119.0,Idaho,1787065.0,550.0,1.0
PA,2020-07-19,101027.0,7015.0,Pennsylvania,12801989.0,786.0,8.0
ND,2020-07-19,5019.0,82.0,North Dakota,762062.0,112.0,0.0
UT,2020-07-19,34117.0,243.0,Utah,3205958.0,785.0,0.0
DE,2020-07-19,13519.0,523.0,Delaware,973764.0,90.0,0.0
MI,2020-07-19,81868.0,6366.0,Michigan,9986857.0,530.0,2.0
